Time,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
7/13/2020 15:30,,170,,170,,170,,170,,170,,170
7/13/2020 15:45,,170,,170,,170,,170,,170,,170
7/13/2020 16:00,,170,,170,,170,,170,,170,,170
7/13/2020 16:15,,170,,170,,170,,170,,170,,170
7/13/2020 16:30,,170,,170,,170,,170,,170,,170
7/13/2020 16:45,,170,,170,,170,,170,,170,,170
7/13/2020 17:00,,170,,170,,170,,170,,170,,170
7/13/2020 17:15,,170,,170,,170,,170,,170,,170
7/13/2020 17:30,,170,,170,,170,,170,,170,,170
7/13/2020 17:45,,170,,170,,170,,170,,170,,170
7/13/2020 18:00,,170,,170,,170,,170,,170,,170
7/13/2020 18:15,,170,,170,,170,,170,,170,,170
7/13/2020 18:30,,170,,170,,170,,170,,170,,170
7/13/2020 18:45,,170,,170,,170,,170,,170,,170
7/13/2020 19:00,,170,,170,,170,,170,,170,,170
7/13/2020 19:15,,170,,170,,170,,170,,170,,170
7/13/2020 19:30,,170,,170,,170,,170,,170,,170
7/13/2020 19:45,,170,,170,,170,,170,,170,,170
7/13/2020 20:00,,170,,170,,170,,170,,170,,170
7/13/2020 20:15,,170,,170,,170,,170,,170,,170
7/13/2020 20:30,,170,,170,,170,,170,,170,,170
7/13/2020 20:45,,170,,170,,170,,170,,170,,170
7/13/2020 21:00,,170,,170,,170,,170,,170,,170
7/13/2020 21:15,,170,,170,,170,,170,,170,,170
7/13/2020 21:30,,170,,170,,170,,170,,170,,170
7/13/2020 21:45,,170,,170,,170,,170,,170,,170
7/13/2020 22:00,,170,,170,,170,,170,,170,,170
7/13/2020 22:15,,170,,170,,170,,170,,170,,170
7/13/2020 22:30,,170,,170,,170,,170,,170,,170
7/13/2020 22:45,,170,,170,,170,,170,,170,,170
7/13/2020 23:00,,170,,170,,170,,170,,170,,170
7/13/2020 23:15,,170,,170,,170,,170,,170,,170
7/13/2020 23:30,,170,,170,,170,,170,,170,,170
7/13/2020 23:45,,170,,170,,170,,170,,170,,170
7/14/2020 0:00,,170,,170,,170,,170,,170,,170
7/14/2020 0:15,,170,,170,,170,,170,,170,,170
7/14/2020 0:30,,170,,170,,170,,170,,170,,170
7/14/2020 0:45,,170,,170,,170,,170,,170,,170
7/14/2020 1:00,,170,,170,,170,,170,,170,,170
7/14/2020 1:15,,170,,170,,170,,170,,170,,170
7/14/2020 1:30,,170,,170,,170,,170,,170,,170
7/14/2020 1:45,,170,,170,,170,,170,,170,,170
7/14/2020 2:00,,170,,170,,170,,170,,170,,170
7/14/2020 2:15,,170,,170,,170,,170,,170,,170
7/14/2020 2:30,,170,,170,,170,,170,,170,,170
7/14/2020 2:45,,170,,170,,170,,170,,170,,170
7/14/2020 3:00,,170,,170,,170,,170,,170,,170
7/14/2020 3:15,,170,,170,,170,,170,,170,,170
7/14/2020 3:30,,170,,170,,170,,170,,170,,170
7/14/2020 3:45,,170,,170,,170,,170,,170,,170
7/14/2020 4:00,,170,,170,,170,,170,,170,,170
7/14/2020 4:15,,170,,170,,170,,170,,170,,170
7/14/2020 4:30,,170,,170,,170,,170,,170,,170
7/14/2020 4:45,,170,,170,,170,,170,,170,,170
7/14/2020 5:00,,170,,170,,170,,170,,170,,170
7/14/2020 5:15,,170,,170,,170,,170,,170,,170
7/14/2020 5:30,,170,,170,,170,,170,,170,,170
7/14/2020 5:45,,170,,170,,170,,170,,170,,170
7/14/2020 6:00,,170,,170,,170,,170,,170,,170
7/14/2020 6:15,,170,,170,,170,,170,,170,,170
7/14/2020 6:30,,170,,170,,170,,170,,170,,170
7/14/2020 6:45,,170,,170,,170,,170,,170,,170
7/14/2020 7:00,,170,,170,,170,,170,,170,,170
7/14/2020 7:15,,170,,170,,170,,170,,170,,170
7/14/2020 7:30,,170,,170,,170,,170,,170,,170
7/14/2020 7:45,,170,,170,,170,,170,,170,,170
7/14/2020 8:00,,170,,170,,170,,170,,170,,170
7/14/2020 8:15,,170,,170,,170,,170,,170,,170
7/14/2020 8:30,,170,,170,,170,,170,,170,,170
7/14/2020 8:45,,170,,170,,170,,170,,170,,170
7/14/2020 9:00,,170,,170,,170,,170,,170,,170
7/14/2020 9:15,,170,,170,,170,,170,,170,,170
7/14/2020 9:30,,170,,170,,170,,170,,170,,170
7/14/2020 9:45,,170,,170,,170,,170,,170,,170
7/14/2020 10:00,,170,,170,,170,,170,,170,,170
7/14/2020 10:15,,170,,170,,170,,170,,170,,170
7/14/2020 10:30,,170,,170,,170,,170,,170,,170
7/14/2020 10:45,,170,,170,,170,,170,,170,,170
7/14/2020 11:00,,170,,170,,170,,170,,170,,170
7/14/2020 11:15,,170,,170,,170,,170,,170,,170
7/14/2020 11:30,,170,,170,,170,,170,,170,,170
7/14/2020 11:45,,170,,170,,170,,170,,170,,170
7/14/2020 12:00,,170,,170,,170,,170,,170,,170
7/14/2020 12:15,,170,,170,,170,,170,,170,,170
7/14/2020 12:30,,170,,170,,170,,170,,170,,170
7/14/2020 12:45,,170,,170,,170,,170,,170,,170
7/14/2020 13:00,,170,,170,,170,,170,,170,,170
7/14/2020 13:15,,170,,170,,170,,170,,170,,170
7/14/2020 13:30,,170,,170,,170,,170,,170,,170
7/14/2020 13:45,,170,,170,,170,,170,,170,,170
7/14/2020 14:00,,170,,170,,170,,170,,170,,170
7/14/2020 14:15,,170,,170,,170,,170,,170,,170
7/14/2020 14:30,,170,,170,,170,,170,,170,,170
7/14/2020 14:45,,170,,170,,170,,170,,170,,170
7/14/2020 15:00,,170,,170,,170,,170,,170,,170
7/14/2020 15:15,,170,,170,,170,,170,,170,,170
7/14/2020 15:30,,170,,170,,170,,170,,170,,170
7/14/2020 15:45,,170,,170,,170,,170,,170,,170
7/14/2020 16:00,,170,,170,,170,,170,,170,,170
7/14/2020 16:15,,170,,170,,170,,170,,170,,170
7/14/2020 16:30,,170,,170,,170,,170,,170,,170
7/14/2020 16:45,,170,,170,,170,,170,,170,,170
7/14/2020 17:00,,170,,170,,170,,170,,170,,170
7/14/2020 17:15,,170,,170,,170,,170,,170,,170
7/14/2020 17:30,,170,,170,,170,,170,,170,,170
7/14/2020 17:45,,170,,170,,170,,170,,170,,170
7/14/2020 18:00,,170,,170,,170,,170,,170,,170
7/14/2020 18:15,,170,,170,,170,,170,,170,,170
7/14/2020 18:30,,170,,170,,170,,170,,170,,170
7/14/2020 18:45,,170,,170,,170,,170,,170,,170
7/14/2020 19:00,,170,,170,,170,,170,,170,,170
7/14/2020 19:15,,170,,170,,170,,170,,170,,170
7/14/2020 19:30,,170,,170,,170,,170,,170,,170
7/14/2020 19:45,,170,,170,,170,,170,,170,,170
7/14/2020 20:00,,170,,170,,170,,170,,170,,170
7/14/2020 20:15,,170,,170,,170,,170,,170,,170
7/14/2020 20:30,,170,,170,,170,,170,,170,,170
7/14/2020 20:45,,170,,170,,170,,170,,170,,170
7/14/2020 21:00,,170,,170,,170,,170,,170,,170
7/14/2020 21:15,,170,,170,,170,,170,,170,,170
7/14/2020 21:30,,170,,170,,170,,170,,170,,170
7/14/2020 21:45,,170,,170,,170,,170,,170,,170
7/14/2020 22:00,,170,,170,,170,,170,,170,,170
7/14/2020 22:15,,170,,170,,170,,170,,170,,170
7/14/2020 22:30,,170,,170,,170,,170,,170,,170
7/14/2020 22:45,,170,,170,,170,,170,,170,,170
7/14/2020 23:00,,170,,170,,170,,170,,170,,170
7/14/2020 23:15,,170,,170,,170,,170,,170,,170
7/14/2020 23:30,,170,,170,,170,,170,,170,,170
7/14/2020 23:45,,170,,170,,170,,170,,170,,170
7/15/2020 0:00,,170,,170,,170,,170,,170,,170
7/15/2020 0:15,,170,,170,,170,,170,,170,,170
7/15/2020 0:30,,170,,170,,170,,170,,170,,170
7/15/2020 0:45,,170,,170,,170,,170,,170,,170
7/15/2020 1:00,,170,,170,,170,,170,,170,,170
7/15/2020 1:15,,170,,170,,170,,170,,170,,170
7/15/2020 1:30,,170,,170,,170,,170,,170,,170
7/15/2020 1:45,,170,,170,,170,,170,,170,,170
7/15/2020 2:00,,170,,170,,170,,170,,170,,170
7/15/2020 2:15,,170,,170,,170,,170,,170,,170
7/15/2020 2:30,,170,,170,,170,,170,,170,,170
7/15/2020 2:45,,170,,170,,170,,170,,170,,170
7/15/2020 3:00,,170,,170,,170,,170,,170,,170
7/15/2020 3:15,,170,,170,,170,,170,,170,,170
7/15/2020 3:30,,170,,170,,170,,170,,170,,170
7/15/2020 3:45,,170,,170,,170,,170,,170,,170
7/15/2020 4:00,,170,,170,,170,,170,,170,,170
7/15/2020 4:15,,170,,170,,170,,170,,170,,170
7/15/2020 4:30,,170,,170,,170,,170,,170,,170
7/15/2020 4:45,,170,,170,,170,,170,,170,,170
7/15/2020 5:00,,170,,170,,170,,170,,170,,170
7/15/2020 5:15,,170,,170,,170,,170,,170,,170
7/15/2020 5:30,,170,,170,,170,,170,,170,,170
7/15/2020 5:45,,170,,170,,170,,170,,170,,170
7/15/2020 6:00,,170,,170,,170,,170,,170,,170
7/15/2020 6:15,,170,,170,,170,,170,,170,,170
7/15/2020 6:30,,170,,170,,170,,170,,170,,170
7/15/2020 6:45,,170,,170,,170,,170,,170,,170
7/15/2020 7:00,,170,,170,,170,,170,,170,,170
7/15/2020 7:15,,170,,170,,170,,170,,170,,170
7/15/2020 7:30,,170,,170,,170,,170,,170,,170
7/15/2020 7:45,,170,,170,,170,,170,,170,,170
7/15/2020 8:00,,170,,170,,170,,170,,170,,170
7/15/2020 8:15,,170,,170,,170,,170,,170,,170
7/15/2020 8:30,,170,,170,,170,,170,,170,,170
7/15/2020 8:45,,170,,170,,170,,170,,170,,170
7/15/2020 9:00,,170,,170,,170,,170,,170,,170
7/15/2020 9:15,,170,,170,,170,,170,,170,,170
7/15/2020 9:30,,170,,170,,170,,170,,170,,170
7/15/2020 9:45,,170,,170,,170,,170,,170,,170
7/15/2020 10:00,,170,,170,,170,,170,,170,,170
7/15/2020 10:15,,170,,170,,170,,170,,170,,170
7/15/2020 10:30,,170,,170,,170,,170,,170,,170
7/15/2020 10:45,,170,,170,,170,,170,,170,,170
7/15/2020 11:00,,170,,170,,170,,170,,170,,170
7/15/2020 11:15,,170,,170,,170,,170,,170,,170
7/15/2020 11:30,,170,,170,,170,,170,,170,,170
7/15/2020 11:45,,170,,170,,170,,170,,170,,170
7/15/2020 12:00,,170,,170,,170,,170,,170,,170
7/15/2020 12:15,,170,,170,,170,,170,,170,,170
7/15/2020 12:30,,170,,170,,170,,170,,170,,170
7/15/2020 12:45,,170,,170,,170,,170,,170,,170
7/15/2020 13:00,,170,,170,,170,,170,,170,,170
7/15/2020 13:15,,170,,170,,170,,170,,170,,170
7/15/2020 13:30,,170,,170,,170,,170,,170,,170
7/15/2020 13:45,,170,,170,,170,,170,,170,,170
7/15/2020 14:00,,170,,170,,170,,170,,170,,170
7/15/2020 14:15,,170,,170,,170,,170,,170,,170
7/15/2020 14:30,,170,,170,,170,,170,,170,,170
7/15/2020 14:45,,170,,170,,170,,170,,170,,170
7/15/2020 15:00,,170,,170,,170,,170,,170,,170
7/15/2020 15:15,,170,,170,,170,,170,,170,,170
7/15/2020 15:30,,170,,170,,170,,170,,170,,170
7/15/2020 15:45,,170,,170,,170,,170,,170,,170
7/15/2020 16:00,,170,,170,,170,,170,,170,,170
7/15/2020 16:15,,170,,170,,170,,170,,170,,170
7/15/2020 16:30,,170,,170,,170,,170,,170,,170
7/15/2020 16:45,,170,,170,,170,,170,,170,,170
7/15/2020 17:00,,170,,170,,170,,170,,170,,170
7/15/2020 17:15,,170,,170,,170,,170,,170,,170
7/15/2020 17:30,,170,,170,,170,,170,,170,,170
7/15/2020 17:45,,170,,170,,170,,170,,170,,170
7/15/2020 18:00,,170,,170,,170,,170,,170,,170
7/15/2020 18:15,,170,,170,,170,,170,,170,,170
7/15/2020 18:30,,170,,170,,170,,170,,170,,170
7/15/2020 18:45,,170,,170,,170,,170,,170,,170
7/15/2020 19:00,,170,,170,,170,,170,,170,,170
7/15/2020 19:15,,170,,170,,170,,170,,170,,170
7/15/2020 19:30,,170,,170,,170,,170,,170,,170
7/15/2020 19:45,,170,,170,,170,,170,,170,,170
7/15/2020 20:00,,170,,170,,170,,170,,170,,170
7/15/2020 20:15,,170,,170,,170,,170,,170,,170
7/15/2020 20:30,,170,,170,,170,,170,,170,,170
7/15/2020 20:45,,170,,170,,170,,170,,170,,170
7/15/2020 21:00,,170,,170,,170,,170,,170,,170
7/15/2020 21:15,,170,,170,,170,,170,,170,,170
7/15/2020 21:30,,170,,170,,170,,170,,170,,170
7/15/2020 21:45,,170,,170,,170,,170,,170,,170
7/15/2020 22:00,,170,,170,,170,,170,,170,,170
7/15/2020 22:15,,170,,170,,170,,170,,170,,170
7/15/2020 22:30,,170,,170,,170,,170,,170,,170
7/15/2020 22:45,,170,,170,,170,,170,,170,,170
7/15/2020 23:00,,170,,170,,170,,170,,170,,170
7/15/2020 23:15,,170,,170,,170,,170,,170,,170
7/15/2020 23:30,,170,,170,,170,,170,,170,,170
7/15/2020 23:45,,170,,170,,170,,170,,170,,170
7/16/2020 0:00,,170,,170,,170,,170,,170,,170
7/16/2020 0:15,,170,,170,,170,,170,,170,,170
7/16/2020 0:30,,170,,170,,170,,170,,170,,170
7/16/2020 0:45,,170,,170,,170,,170,,170,,170
7/16/2020 1:00,,170,,170,,170,,170,,170,,170
7/16/2020 1:15,,170,,170,,170,,170,,170,,170
7/16/2020 1:30,,170,,170,,170,,170,,170,,170
7/16/2020 1:45,,170,,170,,170,,170,,170,,170
7/16/2020 2:00,,170,,170,,170,,170,,170,,170
7/16/2020 2:15,,170,,170,,170,,170,,170,,170
7/16/2020 2:30,,170,,170,,170,,170,,170,,170
7/16/2020 2:45,,170,,170,,170,,170,,170,,170
7/16/2020 3:00,,170,,170,,170,,170,,170,,170
7/16/2020 3:15,,170,,170,,170,,170,,170,,170
7/16/2020 3:30,,170,,170,,170,,170,,170,,170
7/16/2020 3:45,,170,,170,,170,,170,,170,,170
7/16/2020 4:00,,170,,170,,170,,170,,170,,170
7/16/2020 4:15,,170,,170,,170,,170,,170,,170
7/16/2020 4:30,,170,,170,,170,,170,,170,,170
7/16/2020 4:45,,170,,170,,170,,170,,170,,170
7/16/2020 5:00,,170,,170,,170,,170,,170,,170
7/16/2020 5:15,,170,,170,,170,,170,,170,,170
7/16/2020 5:30,,170,,170,,170,,170,,170,,170
7/16/2020 5:45,,170,,170,,170,,170,,170,,170
7/16/2020 6:00,,170,,170,,170,,170,,170,,170
7/16/2020 6:15,,170,,170,,170,,170,,170,,170
7/16/2020 6:30,,170,,170,,170,,170,,170,,170
7/16/2020 6:45,,170,,170,,170,,170,,170,,170
7/16/2020 7:00,,170,,170,,170,,170,,170,,170
7/16/2020 7:15,,170,,170,,170,,170,,170,,170
7/16/2020 7:30,,170,,170,,170,,170,,170,,170
7/16/2020 7:45,,170,,170,,170,,170,,170,,170
7/16/2020 8:00,,170,,170,,170,,170,,170,,170
7/16/2020 8:15,,170,,170,,170,,170,,170,,170
7/16/2020 8:30,,170,,170,,170,,170,,170,,170
7/16/2020 8:45,,170,,170,,170,,170,,170,,170
7/16/2020 9:00,,170,,170,,170,,170,,170,,170
7/16/2020 9:15,,170,,170,,170,,170,,170,,170
7/16/2020 9:30,,170,,170,,170,,170,,170,,170
7/16/2020 9:45,,170,,170,,170,,170,,170,,170
7/16/2020 10:00,,170,,170,,170,,170,,170,,170
7/16/2020 10:15,,170,,170,,170,,170,,170,,170
7/16/2020 10:30,,170,,170,,170,,170,,170,,170
7/16/2020 10:45,,170,,170,,170,,170,,170,,170
7/16/2020 11:00,,170,,170,,170,,170,,170,,170
7/16/2020 11:15,,170,,170,,170,,170,,170,,170
7/16/2020 11:30,,170,,170,,170,,170,,170,,170
7/16/2020 11:45,,170,,170,,170,,170,,170,,170
7/16/2020 12:00,,170,,170,,170,,170,,170,,170
7/16/2020 12:15,,170,,170,,170,,170,,170,,170
7/16/2020 12:30,,170,,170,,170,,170,,170,,170
7/16/2020 12:45,,170,,170,,170,,170,,170,,170
7/16/2020 13:00,,170,,170,,170,,170,,170,,170
7/16/2020 13:15,,170,,170,,170,,170,,170,,170
7/16/2020 13:30,,170,,170,,170,,170,,170,,170
7/16/2020 13:45,,170,,170,,170,,170,,170,,170
7/16/2020 14:00,,170,,170,,170,,170,,170,,170
7/16/2020 14:15,,170,,170,,170,,170,,170,,170
7/16/2020 14:30,,170,,170,,170,,170,,170,,170
7/16/2020 14:45,,170,,170,,170,,170,,170,,170
7/16/2020 15:00,,170,,170,,170,,170,,170,,170
7/16/2020 15:15,,170,,170,,170,,170,,170,,170
7/16/2020 15:30,,170,,170,,170,,170,,170,,170
7/16/2020 15:45,,170,,170,,170,,170,,170,,170
7/16/2020 16:00,,170,,170,,170,,170,,170,,170
7/16/2020 16:15,,170,,170,,170,,170,,170,,170
7/16/2020 16:30,,170,,170,,170,,170,,170,,170
7/16/2020 16:45,,170,,170,,170,,170,,170,,170
7/16/2020 17:00,,170,,170,,170,,170,,170,,170
7/16/2020 17:15,,170,,170,,170,,170,,170,,170
7/16/2020 17:30,,170,,170,,170,,170,,170,,170
7/16/2020 17:45,,170,,170,,170,,170,,170,,170
7/16/2020 18:00,,170,,170,,170,,170,,170,,170
7/16/2020 18:15,,170,,170,,170,,170,,170,,170
7/16/2020 18:30,,170,,170,,170,,170,,170,,170
7/16/2020 18:45,,170,,170,,170,,170,,170,,170
7/16/2020 19:00,,170,,170,,170,,170,,170,,170
7/16/2020 19:15,,170,,170,,170,,170,,170,,170
7/16/2020 19:30,,170,,170,,170,,170,,170,,170
7/16/2020 19:45,,170,,170,,170,,170,,170,,170
7/16/2020 20:00,,170,,170,,170,,170,,170,,170
7/16/2020 20:15,,170,,170,,170,,170,,170,,170
7/16/2020 20:30,,170,,170,,170,,170,,170,,170
7/16/2020 20:45,,170,,170,,170,,170,,170,,170
7/16/2020 21:00,,170,,170,,170,,170,,170,,170
7/16/2020 21:15,,170,,170,,170,,170,,170,,170
7/16/2020 21:30,,170,,170,,170,,170,,170,,170
7/16/2020 21:45,,170,,170,,170,,170,,170,,170
7/16/2020 22:00,,170,,170,,170,,170,,170,,170
7/16/2020 22:15,,170,,170,,170,,170,,170,,170
7/16/2020 22:30,,170,,170,,170,,170,,170,,170
7/16/2020 22:45,,170,,170,,170,,170,,170,,170
7/16/2020 23:00,,170,,170,,170,,170,,170,,170
7/16/2020 23:15,,170,,170,,170,,170,,170,,170
7/16/2020 23:30,,170,,170,,170,,170,,170,,170
7/16/2020 23:45,,170,,170,,170,,170,,170,,170
7/17/2020 0:00,,170,,170,,170,,170,,170,,170
7/17/2020 0:15,,170,,170,,170,,170,,170,,170
7/17/2020 0:30,,170,,170,,170,,170,,170,,170
7/17/2020 0:45,,170,,170,,170,,170,,170,,170
7/17/2020 1:00,,170,,170,,170,,170,,170,,170
7/17/2020 1:15,,170,,170,,170,,170,,170,,170
7/17/2020 1:30,,170,,170,,170,,170,,170,,170
7/17/2020 1:45,,170,,170,,170,,170,,170,,170
7/17/2020 2:00,,170,,170,,170,,170,,170,,170
7/17/2020 2:15,,170,,170,,170,,170,,170,,170
7/17/2020 2:30,,170,,170,,170,,170,,170,,170
7/17/2020 2:45,,170,,170,,170,,170,,170,,170
7/17/2020 3:00,,170,,170,,170,,170,,170,,170
7/17/2020 3:15,,170,,170,,170,,170,,170,,170
7/17/2020 3:30,,170,,170,,170,,170,,170,,170
7/17/2020 3:45,,170,,170,,170,,170,,170,,170
7/17/2020 4:00,,170,,170,,170,,170,,170,,170
7/17/2020 4:15,,170,,170,,170,,170,,170,,170
7/17/2020 4:30,,170,,170,,170,,170,,170,,170
7/17/2020 4:45,,170,,170,,170,,170,,170,,170
7/17/2020 5:00,,170,,170,,170,,170,,170,,170
7/17/2020 5:15,,170,,170,,170,,170,,170,,170
7/17/2020 5:30,,170,,170,,170,,170,,170,,170
7/17/2020 5:45,,170,,170,,170,,170,,170,,170
7/17/2020 6:00,,170,,170,,170,,170,,170,,170
7/17/2020 6:15,,170,,170,,170,,170,,170,,170
7/17/2020 6:30,,170,,170,,170,,170,,170,,170
7/17/2020 6:45,,170,,170,,170,,170,,170,,170
7/17/2020 7:00,,170,,170,,170,,170,,170,,170
7/17/2020 7:15,,170,,170,,170,,170,,170,,170
7/17/2020 7:30,,170,,170,,170,,170,,170,,170
7/17/2020 7:45,,170,,170,,170,,170,,170,,170
7/17/2020 8:00,,170,,170,,170,,170,,170,,170
7/17/2020 8:15,,170,,170,,170,,170,,170,,170
7/17/2020 8:30,,170,,170,,170,,170,,170,,170
7/17/2020 8:45,,170,,170,,170,,170,,170,,170
7/17/2020 9:00,,170,,170,,170,,170,,170,,170
7/17/2020 9:15,,170,,170,,170,,170,,170,,170
7/17/2020 9:30,,170,,170,,170,,170,,170,,170
7/17/2020 9:45,,170,,170,,170,,170,,170,,170
7/17/2020 10:00,,170,,170,,170,,170,,170,,170
7/17/2020 10:15,,170,,170,,170,,170,,170,,170
7/17/2020 10:30,,170,,170,,170,,170,,170,,170
7/17/2020 10:45,,170,,170,,170,,170,,170,,170
7/17/2020 11:00,,170,,170,,170,,170,,170,,170
7/17/2020 11:15,,170,,170,,170,,170,,170,,170
7/17/2020 11:30,,170,,170,,170,,170,,170,,170
7/17/2020 11:45,,170,,170,,170,,170,,170,,170
7/17/2020 12:00,,170,,170,,170,,170,,170,,170
7/17/2020 12:15,,170,,170,,170,,170,,170,,170
7/17/2020 12:30,,170,,170,,170,,170,,170,,170
7/17/2020 12:45,,170,,170,,170,,170,,170,,170
7/17/2020 13:00,,170,,170,,170,,170,,170,,170
7/17/2020 13:15,,170,,170,,170,,170,,170,,170
7/17/2020 13:30,,170,,170,,170,,170,,170,,170
7/17/2020 13:45,,170,,170,,170,,170,,170,,170
7/17/2020 14:00,,170,,170,,170,,170,,170,,170
7/17/2020 14:15,,170,,170,,170,,170,,170,,170
7/17/2020 14:30,,170,,170,,170,,170,,170,,170
7/17/2020 14:45,,170,,170,,170,,170,,170,,170
7/17/2020 15:00,,170,,170,,170,,170,,170,,170
7/17/2020 15:15,,170,,170,,170,,170,,170,,170
7/17/2020 15:30,,170,,170,,170,,170,,170,,170
7/17/2020 15:45,,170,,170,,170,,170,,170,,170
7/17/2020 16:00,,170,,170,,170,,170,,170,,170
7/17/2020 16:15,,170,,170,,170,,170,,170,,170
7/17/2020 16:30,,170,,170,,170,,170,,170,,170
7/17/2020 16:45,,170,,170,,170,,170,,170,,170
7/17/2020 17:00,,170,,170,,170,,170,,170,,170
7/17/2020 17:15,,170,,170,,170,,170,,170,,170
7/17/2020 17:30,,170,,170,,170,,170,,170,,170
7/17/2020 17:45,,170,,170,,170,,170,,170,,170
7/17/2020 18:00,,170,,170,,170,,170,,170,,170
7/17/2020 18:15,,170,,170,,170,,170,,170,,170
7/17/2020 18:30,,170,,170,,170,,170,,170,,170
7/17/2020 18:45,,170,,170,,170,,170,,170,,170
7/17/2020 19:00,,170,,170,,170,,170,,170,,170
7/17/2020 19:15,,170,,170,,170,,170,,170,,170
7/17/2020 19:30,,170,,170,,170,,170,,170,,170
7/17/2020 19:45,,170,,170,,170,,170,,170,,170
7/17/2020 20:00,,170,,170,,170,,170,,170,,170
7/17/2020 20:15,,170,,170,,170,,170,,170,,170
7/17/2020 20:30,,170,,170,,170,,170,,170,,170
7/17/2020 20:45,,170,,170,,170,,170,,170,,170
7/17/2020 21:00,,170,,170,,170,,170,,170,,170
7/17/2020 21:15,,170,,170,,170,,170,,170,,170
7/17/2020 21:30,,170,,170,,170,,170,,170,,170
7/17/2020 21:45,,170,,170,,170,,170,,170,,170
7/17/2020 22:00,,170,,170,,170,,170,,170,,170
7/17/2020 22:15,,170,,170,,170,,170,,170,,170
7/17/2020 22:30,,170,,170,,170,,170,,170,,170
7/17/2020 22:45,,170,,170,,170,,170,,170,,170
7/17/2020 23:00,,170,,170,,170,,170,,170,,170
7/17/2020 23:15,,170,,170,,170,,170,,170,,170
7/17/2020 23:30,,170,,170,,170,,170,,170,,170
7/17/2020 23:45,,170,,170,,170,,170,,170,,170
7/18/2020 0:00,,170,,170,,170,,170,,170,,170
7/18/2020 0:15,,170,,170,,170,,170,,170,,170
7/18/2020 0:30,,170,,170,,170,,170,,170,,170
7/18/2020 0:45,,170,,170,,170,,170,,170,,170
7/18/2020 1:00,,170,,170,,170,,170,,170,,170
7/18/2020 1:15,,170,,170,,170,,170,,170,,170
7/18/2020 1:30,,170,,170,,170,,170,,170,,170
7/18/2020 1:45,,170,,170,,170,,170,,170,,170
7/18/2020 2:00,,170,,170,,170,,170,,170,,170
7/18/2020 2:15,,170,,170,,170,,170,,170,,170
7/18/2020 2:30,,170,,170,,170,,170,,170,,170
7/18/2020 2:45,,170,,170,,170,,170,,170,,170
7/18/2020 3:00,,170,,170,,170,,170,,170,,170
7/18/2020 3:15,,170,,170,,170,,170,,170,,170
7/18/2020 3:30,,170,,170,,170,,170,,170,,170
7/18/2020 3:45,,170,,170,,170,,170,,170,,170
7/18/2020 4:00,,170,,170,,170,,170,,170,,170
7/18/2020 4:15,,170,,170,,170,,170,,170,,170
7/18/2020 4:30,,170,,170,,170,,170,,170,,170
7/18/2020 4:45,,170,,170,,170,,170,,170,,170
7/18/2020 5:00,,170,,170,,170,,170,,170,,170
7/18/2020 5:15,,170,,170,,170,,170,,170,,170
7/18/2020 5:30,,170,,170,,170,,170,,170,,170
7/18/2020 5:45,,170,,170,,170,,170,,170,,170
7/18/2020 6:00,,170,,170,,170,,170,,170,,170
7/18/2020 6:15,,170,,170,,170,,170,,170,,170
7/18/2020 6:30,,170,,170,,170,,170,,170,,170
7/18/2020 6:45,,170,,170,,170,,170,,170,,170
7/18/2020 7:00,,170,,170,,170,,170,,170,,170
7/18/2020 7:15,,170,,170,,170,,170,,170,,170
7/18/2020 7:30,,170,,170,,170,,170,,170,,170
7/18/2020 7:45,,170,,170,,170,,170,,170,,170
7/18/2020 8:00,,170,,170,,170,,170,,170,,170
7/18/2020 8:15,,170,,170,,170,,170,,170,,170
7/18/2020 8:30,,170,,170,,170,,170,,170,,170
7/18/2020 8:45,,170,,170,,170,,170,,170,,170
7/18/2020 9:00,,170,,170,,170,,170,,170,,170
7/18/2020 9:15,,170,,170,,170,,170,,170,,170
7/18/2020 9:30,,170,,170,,170,,170,,170,,170
7/18/2020 9:45,,170,,170,,170,,170,,170,,170
7/18/2020 10:00,,170,,170,,170,,170,,170,,170
7/18/2020 10:15,,170,,170,,170,,170,,170,,170
7/18/2020 10:30,,170,,170,,170,,170,,170,,170
7/18/2020 10:45,,170,,170,,170,,170,,170,,170
7/18/2020 11:00,,170,,170,,170,,170,,170,,170
7/18/2020 11:15,,170,,170,,170,,170,,170,,170
7/18/2020 11:30,,170,,170,,170,,170,,170,,170
7/18/2020 11:45,,170,,170,,170,,170,,170,,170
7/18/2020 12:00,,170,,170,,170,,170,,170,,170
7/18/2020 12:15,,170,,170,,170,,170,,170,,170
7/18/2020 12:30,,170,,170,,170,,170,,170,,170
7/18/2020 12:45,,170,,170,,170,,170,,170,,170
7/18/2020 13:00,,170,,170,,170,,170,,170,,170
7/18/2020 13:15,,170,,170,,170,,170,,170,,170
7/18/2020 13:30,,170,,170,,170,,170,,170,,170
7/18/2020 13:45,,170,,170,,170,,170,,170,,170
7/18/2020 14:00,,170,,170,,170,,170,,170,,170
7/18/2020 14:15,,170,,170,,170,,170,,170,,170
7/18/2020 14:30,,170,,170,,170,,170,,170,,170
