Time,A0D84061386,,A0D84061386,,A0D84061386,,A0D84061386,,A0D84061386,,A0D84061386,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
6/24/2020 10:15,24.3,1,25.95,1,891,1,7.75,1,4.87,1,27.81,1
6/24/2020 10:30,24.5,1,21.91,1,900,1,7.81,1,5.77,1,29.22,1
6/24/2020 10:45,24.3,1,22.4,1,892,1,7.76,1,4.71,1,27.52,1
6/24/2020 11:00,24.2,1,20.94,1,886,1,7.73,1,4.38,1,24.94,1
6/24/2020 11:15,24.3,1,21.51,1,891,1,7.77,1,5.01,1,27.18,1
6/24/2020 11:30,24.2,1,21.8,1,888,1,7.75,1,4.59,1,27.81,1
6/24/2020 11:45,24.3,1,20.17,1,888,1,7.76,1,4.71,1,25.54,1
6/24/2020 12:00,24.3,1,22.18,1,889,1,7.76,1,5.03,1,29.23,1
6/24/2020 12:15,24.3,1,21.05,1,888,1,7.76,1,4.87,1,27.77,1
6/24/2020 12:30,24.4,1,20.15,1,893,1,7.8,1,5.03,1,29.2,1
6/24/2020 12:45,24.4,1,20.85,1,892,1,7.8,1,5.01,1,28.68,1
6/24/2020 13:00,24.5,1,21.21,1,893,1,7.79,1,5.35,1,31.15,1
6/24/2020 13:15,24.6,1,20.59,1,895,1,7.8,1,5.58,1,29.3,1
6/24/2020 13:30,24.6,1,19.4,1,896,1,7.79,1,5.25,1,27.75,1
6/24/2020 13:45,24.5,1,19.44,1,896,1,7.78,1,5.21,1,30.53,1
6/24/2020 14:00,24.6,1,20.85,1,898,1,7.79,1,5.48,1,30.12,1
6/24/2020 14:15,24.6,1,22.32,1,899,1,7.82,1,5.54,1,29.29,1
6/24/2020 14:30,24.6,1,20.89,1,900,1,7.81,1,5.08,1,31.76,1
6/24/2020 14:45,24.7,1,21.19,1,901,1,7.82,1,5.99,1,36.78,1
6/24/2020 15:00,24.8,1,21.3,1,902,1,7.85,1,6,1,32.68,1
6/24/2020 15:15,24.8,1,21.02,1,904,1,7.84,1,6.11,1,36.99,1
6/24/2020 15:30,24.8,1,23.17,1,903,1,7.83,1,5.7,1,41.34,1
6/24/2020 15:45,24.9,1,22.05,1,903,1,7.85,1,6.29,1,42.18,1
6/24/2020 16:00,25,1,20.58,1,905,1,7.89,1,6.64,1,39.22,1
6/24/2020 16:15,25,1,19.04,1,907,1,7.89,1,6.4,1,40.43,1
6/24/2020 16:30,25.1,1,18.68,1,908,1,7.9,1,6.74,1,39.29,1
6/24/2020 16:45,25.6,1,22.4,1,912,1,7.97,1,7.73,1,49.96,1
6/24/2020 17:00,25.6,1,22.93,1,914,1,7.94,1,7.51,1,42.38,1
6/24/2020 17:15,25.6,1,20.6,1,914,1,7.92,1,7.36,1,37.84,1
6/24/2020 17:30,25.7,1,22.15,1,915,1,7.93,1,7.34,1,42.4,1
6/24/2020 17:45,25.6,1,21.59,1,915,1,7.9,1,7,1,37.49,1
6/24/2020 18:00,25.7,1,22.24,1,917,1,7.89,1,7.09,1,40.4,1
6/24/2020 18:15,25.8,1,22.52,1,918,1,7.93,1,7.06,1,38.17,1
6/24/2020 18:30,25.8,1,23.43,1,918,1,7.88,1,6.99,1,42.05,1
6/24/2020 18:45,25.8,1,21.35,1,918,1,7.94,1,7.21,1,40.96,1
6/24/2020 19:00,25.8,1,21.16,1,918,1,7.94,1,7.08,1,38.31,1
6/24/2020 19:15,26.1,1,22.48,1,918,1,8,1,7.77,1,42.63,1
6/24/2020 19:30,26.3,1,20.74,1,917,1,8.04,1,7.95,1,43.66,1
6/24/2020 19:45,26.5,1,21.51,1,915,1,8.08,1,8.87,1,43.96,1
6/24/2020 20:00,26.4,1,21.06,1,914,1,8.06,1,8.68,1,43.94,1
6/24/2020 20:15,26.4,1,22.58,1,914,1,8.06,1,8.43,1,41.36,1
6/24/2020 20:30,26.4,1,20.9,1,912,1,8.08,1,8.39,1,40.79,1
6/24/2020 20:45,26.3,1,20.13,1,909,1,8.07,1,8.21,1,39.4,1
6/24/2020 21:00,26.2,1,20.1,1,905,1,8.04,1,7.93,1,36.27,1
6/24/2020 21:15,26.1,1,22.29,1,903,1,8.03,1,7.97,1,38.12,1
6/24/2020 21:30,26.1,1,21.13,1,901,1,8.04,1,7.88,1,37.84,1
6/24/2020 21:45,26,1,21.07,1,902,1,8.02,1,7.57,1,35.27,1
6/24/2020 22:00,26,1,22.42,1,901,1,8.02,1,7.48,1,40.55,1
6/24/2020 22:15,25.8,1,22.99,1,900,1,7.98,1,7.06,1,36.45,1
6/24/2020 22:30,25.8,1,22.17,1,897,1,7.98,1,7.06,1,35.1,1
6/24/2020 22:45,25.8,1,21.11,1,892,1,8,1,6.99,1,34.32,1
6/24/2020 23:00,25.7,1,21.16,1,888,1,7.99,1,6.92,1,32.56,1
6/24/2020 23:15,25.7,1,21.43,1,885,1,7.99,1,6.91,1,31.37,1
6/24/2020 23:30,25.7,1,20.28,1,886,1,7.97,1,6.59,1,33.81,1
6/24/2020 23:45,25.6,1,21.72,1,880,1,7.97,1,6.54,1,28.5,1
6/25/2020 0:00,25.6,1,22.33,1,874,1,7.99,1,6.73,1,29.86,1
6/25/2020 0:15,25.5,1,22.99,1,871,1,8,1,6.76,1,30.67,1
6/25/2020 0:30,25.5,1,22.28,1,875,1,7.97,1,6.61,1,29.94,1
6/25/2020 0:45,25.5,1,21.68,1,884,1,7.94,1,6.37,1,32.99,1
6/25/2020 1:00,25.4,1,22.7,1,887,1,7.93,1,6.07,1,29.01,1
6/25/2020 1:15,25.4,1,23.13,1,891,1,7.92,1,6.02,1,29.74,1
6/25/2020 1:30,25.4,1,23.56,1,891,1,7.92,1,6.02,1,31.14,1
6/25/2020 1:45,25.3,1,22.48,1,891,1,7.92,1,5.94,1,29.66,1
6/25/2020 2:00,25.3,1,23.5,1,893,1,7.92,1,5.75,1,29.98,1
6/25/2020 2:15,25.3,1,22.94,1,898,1,7.91,1,5.75,1,31.07,1
6/25/2020 2:30,25.3,1,24.31,1,900,1,7.91,1,5.65,1,32.71,1
6/25/2020 2:45,25.2,1,23.82,1,899,1,7.89,1,5.52,1,34.97,1
6/25/2020 3:00,25.1,1,24.35,1,892,1,7.89,1,5.44,1,34.17,1
6/25/2020 3:15,25.1,1,25.69,1,883,1,7.88,1,5.4,1,30.67,1
6/25/2020 3:30,25.1,1,25.06,1,889,1,7.88,1,5.31,1,34.01,1
6/25/2020 3:45,25.1,1,23.89,1,892,1,7.88,1,5.23,1,30.29,1
6/25/2020 4:00,25,1,25.23,1,893,1,7.87,1,5.18,1,32.59,1
6/25/2020 4:15,25,1,28.5,1,894,1,7.87,1,5.15,1,32.37,1
6/25/2020 4:30,25,1,25.85,1,896,1,7.85,1,5.12,1,34.57,1
6/25/2020 4:45,25,1,25.94,1,900,1,7.84,1,5.14,1,37.61,1
6/25/2020 5:00,24.9,1,23.41,1,901,1,7.84,1,5.05,1,33.34,1
6/25/2020 5:15,24.9,1,26.64,1,898,1,7.84,1,5.08,1,36.14,1
6/25/2020 5:30,24.9,1,24.77,1,896,1,7.78,1,4.99,1,34.73,1
6/25/2020 5:45,24.8,1,27.38,1,891,1,7.79,1,5.11,1,37.41,1
6/25/2020 6:00,24.8,1,24.25,1,893,1,7.8,1,5.02,1,38.41,1
6/25/2020 6:15,24.8,1,25.8,1,894,1,7.79,1,4.89,1,37.57,1
6/25/2020 6:30,24.7,1,26.66,1,894,1,7.78,1,4.92,1,38.97,1
6/25/2020 6:45,24.7,1,26.28,1,895,1,7.79,1,4.94,1,39.39,1
6/25/2020 7:00,24.7,1,25.47,1,895,1,7.79,1,4.96,1,41.5,1
6/25/2020 7:15,24.7,1,24.55,1,895,1,7.8,1,5.14,1,40.2,1
6/25/2020 7:30,24.7,1,24.79,1,895,1,7.8,1,5.11,1,36.99,1
6/25/2020 7:45,24.7,1,22.32,1,893,1,7.8,1,5.15,1,39.19,1
6/25/2020 8:00,24.7,1,24.3,1,892,1,7.79,1,5.08,1,40.25,1
6/25/2020 8:15,24.7,1,25.26,1,890,1,7.79,1,5.17,1,36.88,1
6/25/2020 8:30,24.7,1,24.99,1,888,1,7.78,1,5.06,1,39.45,1
6/25/2020 8:45,24.7,1,23.95,1,886,1,7.79,1,5.08,1,34.54,1
6/25/2020 9:00,24.7,1,23.33,1,882,1,7.8,1,5.24,1,37.77,1
6/25/2020 9:15,24.8,1,23.53,1,880,1,7.82,1,5.55,1,34.18,1
6/25/2020 9:30,24.8,1,22.1,1,880,1,7.81,1,5.41,1,34.17,1
6/25/2020 9:45,24.8,1,23.91,1,881,1,7.86,1,5.45,1,33.53,1
6/25/2020 10:00,25,1,22.78,1,890,1,7.93,1,6.36,1,36.37,1
6/25/2020 10:15,25,1,24.27,1,895,1,7.94,1,6.38,1,40.47,1
6/25/2020 10:30,25,1,24.48,1,896,1,7.89,1,6.29,1,35.28,1
6/25/2020 10:45,25,1,26.99,1,895,1,7.87,1,6.04,1,37.97,1
6/25/2020 11:00,25,1,23.78,1,895,1,7.86,1,5.66,1,36.04,1
6/25/2020 11:15,25,1,26.06,1,895,1,7.85,1,5.84,1,33.79,1
6/25/2020 11:30,25,1,25.66,1,895,1,7.85,1,5.97,1,40.57,1
6/25/2020 11:45,25,1,21.33,1,896,1,7.84,1,5.61,1,36.01,1
6/25/2020 12:00,25.1,1,24.11,1,895,1,7.86,1,5.82,1,35.11,1
6/25/2020 12:15,25.1,1,26.07,1,895,1,7.86,1,5.81,1,36.14,1
6/25/2020 12:30,25.1,1,26.85,1,896,1,7.84,1,5.74,1,38.37,1
6/25/2020 12:45,25.2,1,26.49,1,897,1,7.86,1,5.89,1,34.44,1
6/25/2020 13:00,25.1,1,22.87,1,896,1,7.86,1,5.49,1,35.1,1
6/25/2020 13:15,25.2,1,25.96,1,898,1,7.86,1,5.9,1,36.37,1
6/25/2020 13:30,25.1,1,23,1,896,1,7.85,1,5.39,1,38.84,1
6/25/2020 13:45,25.3,1,24.87,1,900,1,7.85,1,6.03,1,35.26,1
6/25/2020 14:00,25.2,1,22.73,1,899,1,7.84,1,5.64,1,37.85,1
6/25/2020 14:15,25.2,1,23.08,1,898,1,7.84,1,6.01,1,39.26,1
6/25/2020 14:30,25.3,1,21.91,1,899,1,7.84,1,6.02,1,36.48,1
6/25/2020 14:45,25.3,1,25.83,1,900,1,7.85,1,6.11,1,41.84,1
6/25/2020 15:00,25.3,1,24.45,1,901,1,7.88,1,6.24,1,42.55,1
6/25/2020 15:15,25.3,1,24.79,1,903,1,7.9,1,5.94,1,40.99,1
6/25/2020 15:30,25.4,1,21.64,1,905,1,7.91,1,6.48,1,42.76,1
6/25/2020 15:45,25.5,1,25.82,1,906,1,7.93,1,6.9,1,50.48,1
6/25/2020 16:00,25.4,1,25.04,1,907,1,7.92,1,6.73,1,45.75,1
6/25/2020 16:15,25.5,1,23.48,1,908,1,7.94,1,6.73,1,46.27,1
6/25/2020 16:30,25.7,1,24.07,1,910,1,7.98,1,7.59,1,51.29,1
6/25/2020 16:45,25.8,1,24.74,1,913,1,8.03,1,7.6,1,50.58,1
6/25/2020 17:00,25.8,1,26.58,1,915,1,8.03,1,8,1,50.03,1
6/25/2020 17:15,25.8,1,26.01,1,913,1,8.02,1,7.56,1,49.53,1
6/25/2020 17:30,25.8,1,28.13,1,914,1,8.08,1,7.63,1,56,1
6/25/2020 17:45,25.9,1,26.08,1,915,1,8.03,1,7.89,1,57.79,1
6/25/2020 18:00,26,1,26.05,1,917,1,8.03,1,7.88,1,58.74,1
6/25/2020 18:15,25.9,1,23.4,1,917,1,8.01,1,7.38,1,49.25,1
6/25/2020 18:30,26,1,24.85,1,919,1,8.07,1,7.43,1,53.24,1
6/25/2020 18:45,26.2,1,23.66,1,918,1,8.07,1,7.38,1,49.32,1
6/25/2020 19:00,26.7,1,25.61,1,916,1,8.24,1,9.15,1,59.07,1
6/25/2020 19:15,26.7,1,26.89,1,914,1,8.24,1,9.51,1,59.88,1
6/25/2020 19:30,26.7,1,23.64,1,911,1,8.23,1,9.42,1,60.82,1
6/25/2020 19:45,26.6,1,25.49,1,911,1,8.21,1,8.94,1,52.51,1
6/25/2020 20:00,26.5,1,24.05,1,912,1,8.18,1,8.75,1,55.13,1
6/25/2020 20:15,26.5,1,25.55,1,908,1,8.22,1,9.14,1,56.64,1
6/25/2020 20:30,26.5,1,24.71,1,908,1,8.2,1,8.9,1,50.69,1
6/25/2020 20:45,26.3,1,23.82,1,908,1,8.19,1,8.44,1,47.79,1
6/25/2020 21:00,26.1,1,25.14,1,909,1,8.12,1,7.92,1,50.91,1
6/25/2020 21:15,26.3,1,24.01,1,906,1,8.21,1,8.77,1,50.55,1
6/25/2020 21:30,26.2,1,23.85,1,906,1,8.18,1,8.59,1,48.68,1
6/25/2020 21:45,26.1,1,22.77,1,907,1,8.17,1,8.43,1,47.94,1
6/25/2020 22:00,25.9,1,23.17,1,907,1,8.15,1,8.22,1,51.11,1
6/25/2020 22:15,25.9,1,23.01,1,907,1,8.13,1,8.1,1,43.83,1
6/25/2020 22:30,25.7,1,23.77,1,910,1,8.12,1,7.9,1,47.2,1
6/25/2020 22:45,25.7,1,24.58,1,912,1,8.06,1,7.72,1,48.03,1
6/25/2020 23:00,25.7,1,26.71,1,911,1,8.07,1,7.74,1,45.64,1
6/25/2020 23:15,25.6,1,26.95,1,913,1,8.02,1,7.07,1,45.1,1
6/25/2020 23:30,25.5,1,24.57,1,913,1,8.01,1,6.89,1,46.76,1
6/25/2020 23:45,25.5,1,25.73,1,912,1,8.02,1,7.16,1,50.48,1
6/26/2020 0:00,25.4,1,27.99,1,913,1,8.03,1,7.07,1,48.71,1
6/26/2020 0:15,25.3,1,27.8,1,917,1,8,1,6.88,1,47.47,1
6/26/2020 0:30,25.2,1,27.15,1,920,1,7.96,1,6.71,1,48.73,1
6/26/2020 0:45,25.1,1,28.12,1,920,1,7.97,1,6.61,1,47.82,1
6/26/2020 1:00,25.1,1,27.94,1,921,1,7.96,1,6.31,1,48.95,1
6/26/2020 1:15,25,1,27.63,1,922,1,7.96,1,6.45,1,44.59,1
6/26/2020 1:30,25,1,28.04,1,922,1,7.96,1,6.35,1,50.23,1
6/26/2020 1:45,25,1,29.22,1,921,1,7.98,1,6.48,1,53.54,1
6/26/2020 2:00,25,1,28.54,1,921,1,7.98,1,6.43,1,48.54,1
6/26/2020 2:15,24.9,1,28.83,1,921,1,7.98,1,6.59,1,51.39,1
6/26/2020 2:30,24.9,1,28.59,1,921,1,7.97,1,6.36,1,45.24,1
6/26/2020 2:45,24.9,1,29.24,1,922,1,7.98,1,6.38,1,48.37,1
6/26/2020 3:00,24.9,1,29.99,1,922,1,7.98,1,6.46,1,48.76,1
6/26/2020 3:15,24.9,1,31.06,1,927,1,7.99,1,6.38,1,49.56,1
6/26/2020 3:30,24.8,1,30.97,1,923,1,8,1,6.52,1,51.28,1
6/26/2020 3:45,24.8,1,31.16,1,924,1,7.99,1,6.33,1,52.52,1
6/26/2020 4:00,24.8,1,32.18,1,927,1,7.98,1,6.39,1,56.95,1
6/26/2020 4:15,24.8,1,31.95,1,924,1,7.98,1,6.3,1,51.67,1
6/26/2020 4:30,24.8,1,32.28,1,928,1,7.97,1,6.26,1,54.95,1
6/26/2020 4:45,24.7,1,32.64,1,928,1,7.97,1,6.15,1,53.96,1
6/26/2020 5:00,24.7,1,33.01,1,924,1,7.97,1,6.07,1,62.38,1
6/26/2020 5:15,24.7,1,33.67,1,923,1,7.97,1,6.15,1,60.05,1
6/26/2020 5:30,24.6,1,32.3,1,924,1,7.94,1,6,1,57.46,1
6/26/2020 5:45,24.6,1,31.71,1,924,1,7.96,1,5.96,1,58.64,1
6/26/2020 6:00,24.6,1,33.28,1,924,1,7.94,1,5.93,1,58.32,1
6/26/2020 6:15,24.6,1,31.42,1,925,1,7.95,1,5.75,1,60.96,1
6/26/2020 6:30,24.6,1,32.08,1,923,1,7.96,1,5.81,1,60.95,1
6/26/2020 6:45,24.6,1,31.21,1,919,1,7.94,1,5.69,1,60.1,1
6/26/2020 7:00,24.6,1,35.22,1,919,1,7.95,1,5.72,1,54,1
6/26/2020 7:15,24.6,1,36.62,1,921,1,7.94,1,5.75,1,56.29,1
6/26/2020 7:30,24.6,1,33.17,1,922,1,7.93,1,5.57,1,56.72,1
6/26/2020 7:45,24.6,1,31.09,1,922,1,7.95,1,5.62,1,58.25,1
6/26/2020 8:00,24.6,1,29.04,1,921,1,7.99,1,6.07,1,56.6,1
6/26/2020 8:15,24.5,1,32.82,1,919,1,7.94,1,5.64,1,56.15,1
6/26/2020 8:30,24.5,1,29.86,1,917,1,7.94,1,5.61,1,58.95,1
6/26/2020 8:45,24.5,1,32.17,1,912,1,7.95,1,5.74,1,60.4,1
6/26/2020 9:00,24.5,1,31.69,1,914,1,7.93,1,5.59,1,53.73,1
6/26/2020 9:15,24.5,1,30.33,1,915,1,7.93,1,5.35,1,48.57,1
6/26/2020 9:30,24.5,1,28.92,1,914,1,7.91,1,5.18,1,49.12,1
6/26/2020 9:45,24.5,1,26.99,1,918,1,7.92,1,5.11,1,50.34,1
6/26/2020 10:00,24.5,1,27.29,1,914,1,7.9,1,4.84,1,48.47,1
6/26/2020 10:15,24.7,1,28.09,1,917,1,7.96,1,5.9,1,53.79,1
6/26/2020 10:30,24.9,1,30.47,1,920,1,8,1,6.48,1,53.86,1
6/26/2020 10:45,24.8,1,30.86,1,920,1,7.98,1,6.52,1,54.49,1
6/26/2020 11:00,24.8,1,27.44,1,920,1,7.95,1,5.8,1,49.11,1
6/26/2020 11:15,24.8,1,28.87,1,919,1,7.97,1,6.3,1,50.86,1
6/26/2020 11:30,24.8,1,27.56,1,918,1,7.94,1,5.77,1,51.52,1
6/26/2020 11:45,24.8,1,28.48,1,918,1,7.95,1,5.93,1,51.71,1
6/26/2020 12:00,24.8,1,30.76,1,916,1,7.96,1,5.97,1,50.08,1
6/26/2020 12:15,24.8,1,27.1,1,917,1,7.94,1,5.88,1,53.65,1
6/26/2020 12:30,24.8,1,26.89,1,918,1,7.96,1,5.91,1,53.06,1
6/26/2020 12:45,24.9,1,27.82,1,918,1,7.97,1,6.21,1,52.96,1
6/26/2020 13:00,24.9,1,28.42,1,919,1,7.96,1,6.27,1,53.77,1
6/26/2020 13:15,24.9,1,26.98,1,920,1,7.95,1,6.01,1,52.8,1
6/26/2020 13:30,25,1,28.03,1,922,1,7.95,1,6.21,1,51.77,1
6/26/2020 13:45,24.9,1,25.19,1,922,1,7.94,1,5.81,1,50.02,1
6/26/2020 14:00,24.9,1,26.76,1,922,1,7.95,1,6.28,1,54.77,1
6/26/2020 14:15,25,1,26.03,1,922,1,7.99,1,6.39,1,55.29,1
6/26/2020 14:30,25,1,27.5,1,922,1,8.04,1,6.89,1,65.93,1
6/26/2020 14:45,25,1,27.17,1,922,1,8.05,1,6.9,1,61.25,1
6/26/2020 15:00,25.1,1,27.21,1,922,1,8.08,1,7.33,1,67.27,1
6/26/2020 15:15,25.2,1,24.73,1,923,1,8.09,1,7.36,1,59.57,1
6/26/2020 15:30,25.2,1,26.9,1,923,1,8.08,1,7.35,1,67.03,1
6/26/2020 15:45,25.5,1,27.45,1,925,1,8.16,1,8.18,1,65.81,1
6/26/2020 16:00,25.6,1,27.33,1,924,1,8.15,1,8.57,1,62.07,1
6/26/2020 16:15,25.6,1,27.96,1,925,1,8.12,1,8.19,1,63.56,1
6/26/2020 16:30,25.8,1,26.03,1,926,1,8.17,1,8.77,1,64.95,1
6/26/2020 16:45,26,1,29.89,1,927,1,8.18,1,8.82,1,64.45,1
6/26/2020 17:00,26,1,31.01,1,928,1,8.18,1,8.69,1,63.29,1
6/26/2020 17:15,26.1,1,29.59,1,928,1,8.2,1,9.02,1,69.98,1
6/26/2020 17:30,26.2,1,28.31,1,930,1,8.19,1,8.85,1,68.84,1
6/26/2020 17:45,26.4,1,27.79,1,929,1,8.22,1,9.39,1,62.66,1
6/26/2020 18:00,26.2,1,27.88,1,929,1,8.2,1,8.89,1,64.25,1
6/26/2020 18:15,26.5,1,28.77,1,928,1,8.19,1,9.02,1,69.73,1
6/26/2020 18:30,26.7,1,28.46,1,928,1,8.31,1,10.2,1,66.65,1
6/26/2020 18:45,26.7,1,27.89,1,928,1,8.38,1,10.23,1,70.73,1
6/26/2020 19:00,26.6,1,26.6,1,930,1,8.3,1,9.79,1,60.55,1
6/26/2020 19:15,26.9,1,27.45,1,928,1,8.35,1,10.69,1,71.87,1
6/26/2020 19:30,27.1,1,28.32,1,926,1,8.34,1,9.99,1,73.03,1
6/26/2020 19:45,26.9,1,27.33,1,928,1,8.37,1,10.52,1,65.66,1
6/26/2020 20:00,27,1,27.89,1,927,1,8.43,1,10.87,1,68.38,1
6/26/2020 20:15,27,1,25.18,1,925,1,8.42,1,11.05,1,62.65,1
6/26/2020 20:30,26.9,1,25.69,1,925,1,8.41,1,10.75,1,61.7,1
6/26/2020 20:45,26.9,1,25.24,1,924,1,8.44,1,10.58,1,63.44,1
6/26/2020 21:00,26.8,1,26.42,1,924,1,8.42,1,10.46,1,58.89,1
6/26/2020 21:15,26.7,1,27.15,1,925,1,8.39,1,10.14,1,61.49,1
6/26/2020 21:30,26.5,1,26.49,1,926,1,8.35,1,9.75,1,62.39,1
6/26/2020 21:45,26.5,1,26.34,1,925,1,8.36,1,9.81,1,61.27,1
6/26/2020 22:00,26.3,1,26.44,1,925,1,8.31,1,9.2,1,59.17,1
6/26/2020 22:15,26.2,1,28.91,1,925,1,8.28,1,8.93,1,63.84,1
6/26/2020 22:30,26.1,1,27.14,1,925,1,8.25,1,8.68,1,62.51,1
6/26/2020 22:45,25.9,1,26.49,1,927,1,8.2,1,8.25,1,52.08,1
6/26/2020 23:00,25.9,1,27.18,1,924,1,8.19,1,8.34,1,59.52,1
6/26/2020 23:15,25.7,1,29.16,1,926,1,8.14,1,7.96,1,57.35,1
6/26/2020 23:30,25.6,1,28.97,1,927,1,8.1,1,7.72,1,58.9,1
6/26/2020 23:45,25.5,1,31.1,1,928,1,8.1,1,7.58,1,53.98,1
6/27/2020 0:00,25.5,1,30.34,1,924,1,8.13,1,7.9,1,61.03,1
6/27/2020 0:15,25.4,1,29.25,1,927,1,8.09,1,7.62,1,58.72,1
6/27/2020 0:30,25.4,1,27.77,1,929,1,8.05,1,7.45,1,55.76,1
6/27/2020 0:45,25.3,1,26.51,1,932,1,8.04,1,7.27,1,52.25,1
6/27/2020 1:00,25.3,1,29.14,1,932,1,8.04,1,7.2,1,54.79,1
6/27/2020 1:15,25.3,1,30.34,1,932,1,8.03,1,7.06,1,52.64,1
6/27/2020 1:30,25.2,1,29.09,1,932,1,8.01,1,6.92,1,54.65,1
6/27/2020 1:45,25.2,1,30.99,1,932,1,8.02,1,6.94,1,53.88,1
6/27/2020 2:00,25.1,1,31.53,1,931,1,8.02,1,6.84,1,53.64,1
6/27/2020 2:15,25,1,30.66,1,929,1,8.02,1,6.92,1,60.34,1
6/27/2020 2:30,25,1,29.21,1,929,1,8,1,6.77,1,58.17,1
6/27/2020 2:45,25,1,29.84,1,929,1,8,1,6.65,1,56.62,1
6/27/2020 3:00,24.9,1,31.63,1,929,1,7.98,1,6.59,1,54.31,1
6/27/2020 3:15,24.8,1,31.13,1,928,1,7.98,1,6.49,1,60.02,1
6/27/2020 3:30,24.8,1,31.28,1,927,1,7.98,1,6.41,1,54.53,1
6/27/2020 3:45,24.7,1,32.11,1,927,1,7.98,1,6.4,1,56.81,1
6/27/2020 4:00,24.7,1,29.16,1,927,1,7.98,1,6.33,1,58.37,1
6/27/2020 4:15,24.6,1,30.15,1,928,1,7.97,1,6.26,1,54.05,1
6/27/2020 4:30,24.6,1,29.49,1,928,1,7.97,1,6.18,1,55.58,1
6/27/2020 4:45,24.5,1,34.1,1,925,1,7.96,1,6.08,1,60.79,1
6/27/2020 5:00,24.5,1,31.61,1,926,1,7.94,1,5.88,1,62.31,1
6/27/2020 5:15,24.4,1,31.73,1,923,1,7.93,1,5.75,1,59.71,1
6/27/2020 5:30,24.4,1,31.32,1,923,1,7.94,1,5.81,1,58.34,1
6/27/2020 5:45,24.4,1,31.11,1,923,1,7.92,1,5.63,1,57.26,1
6/27/2020 6:00,24.3,1,32.04,1,922,1,7.9,1,5.43,1,62.55,1
6/27/2020 6:15,24.3,1,32.46,1,921,1,7.89,1,5.34,1,60.18,1
6/27/2020 6:30,24.2,1,33.74,1,918,1,7.9,1,5.53,1,59.6,1
6/27/2020 6:45,24.2,1,31.74,1,919,1,7.91,1,5.5,1,57.81,1
6/27/2020 7:00,24.2,1,32.04,1,919,1,7.92,1,5.7,1,54.92,1
6/27/2020 7:15,24.1,1,32.84,1,920,1,7.92,1,5.64,1,62.25,1
6/27/2020 7:30,24.1,1,30.88,1,921,1,7.93,1,5.8,1,55.64,1
6/27/2020 7:45,24.1,1,33.39,1,921,1,7.93,1,5.77,1,61.14,1
6/27/2020 8:00,24.1,1,31.46,1,922,1,7.93,1,5.77,1,57.73,1
6/27/2020 8:15,24.2,1,32.96,1,921,1,7.93,1,5.72,1,62.17,1
6/27/2020 8:30,24.2,1,36.43,1,918,1,7.88,1,5.48,1,57.91,1
6/27/2020 8:45,24.2,1,34.25,1,918,1,7.89,1,5.37,1,65.27,1
6/27/2020 9:00,24.2,1,31.36,1,919,1,7.89,1,5.23,1,57.11,1
6/27/2020 9:15,24.3,1,34.99,1,919,1,7.92,1,5.77,1,54.64,1
6/27/2020 9:30,24.3,1,32.25,1,921,1,7.93,1,6.04,1,53.59,1
6/27/2020 9:45,24.4,1,32.05,1,921,1,7.99,1,6.61,1,59.79,1
6/27/2020 10:00,24.4,1,30.47,1,922,1,8,1,6.86,1,54.15,1
6/27/2020 10:15,24.5,1,31.77,1,922,1,8.02,1,7.08,1,59.38,1
6/27/2020 10:30,24.6,1,30.91,1,923,1,8.01,1,7.41,1,56.35,1
6/27/2020 10:45,24.7,1,30.71,1,922,1,8.05,1,7.7,1,60.63,1
6/27/2020 11:00,24.8,1,31.94,1,922,1,8.05,1,7.73,1,57.38,1
6/27/2020 11:15,24.9,1,30.36,1,922,1,8.05,1,7.98,1,53.38,1
6/27/2020 11:30,24.9,1,29.58,1,921,1,8.06,1,8.05,1,53.78,1
6/27/2020 11:45,25,1,30.88,1,923,1,8.04,1,7.93,1,59.15,1
6/27/2020 12:00,25.1,1,30.87,1,923,1,8.03,1,7.9,1,53.02,1
6/27/2020 12:15,25.1,1,34.15,1,923,1,8.05,1,8.05,1,56.63,1
6/27/2020 12:30,25.2,1,33.14,1,922,1,8.05,1,8.27,1,59.82,1
6/27/2020 12:45,25.3,1,29.66,1,920,1,8.06,1,8.27,1,58.57,1
6/27/2020 13:00,25.4,1,33.87,1,922,1,8.09,1,8.62,1,61.28,1
6/27/2020 13:15,25.5,1,32.7,1,924,1,8.09,1,8.78,1,62.18,1
6/27/2020 13:30,25.5,1,33.02,1,924,1,8.1,1,8.84,1,57.37,1
6/27/2020 13:45,25.7,1,32.28,1,924,1,8.15,1,9.39,1,63.06,1
6/27/2020 14:00,25.7,1,33.89,1,922,1,8.19,1,9.84,1,65.13,1
6/27/2020 14:15,25.8,1,31.43,1,920,1,8.21,1,10.29,1,64.84,1
6/27/2020 14:30,25.9,1,31.38,1,922,1,8.21,1,10.3,1,61.09,1
6/27/2020 14:45,26,1,32.66,1,922,1,8.34,1,10.8,1,73.07,1
6/27/2020 15:00,26,1,30.84,1,922,1,8.35,1,11.08,1,79.23,1
6/27/2020 15:15,26,1,32.8,1,922,1,8.34,1,10.88,1,82.37,1
