Time,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
7/28/2020 3:00,23.5,1,23.2,1,351,1,,170,6.99,1,6.99,1
7/28/2020 3:15,23.4,1,24.43,1,348,1,,170,7.02,1,7.52,1
7/28/2020 3:30,23.4,1,24.03,1,350,1,,170,7.07,1,7,1
7/28/2020 3:45,23.4,1,24.39,1,350,1,,170,7.08,1,7.61,1
7/28/2020 4:00,23.3,1,23.34,1,357,1,,170,7.11,1,7.65,1
7/28/2020 4:15,23.3,1,23.5,1,359,1,,170,7.09,1,7.67,1
7/28/2020 4:30,23.3,1,27.94,1,358,1,,170,7.11,1,7.82,1
7/28/2020 4:45,23.2,1,22.69,1,360,1,,170,7.02,1,8.12,1
7/28/2020 5:00,23.2,1,23.45,1,361,1,,170,6.85,1,7.15,1
7/28/2020 5:15,23.2,1,26.22,1,360,1,,170,6.85,1,7.98,1
7/28/2020 5:30,23.1,1,25.09,1,361,1,,170,6.81,1,7.87,1
7/28/2020 5:45,23.1,1,27.18,1,359,1,,170,6.75,1,6.82,1
7/28/2020 6:00,23.1,1,24.27,1,358,1,,170,6.7,1,7.17,1
7/28/2020 6:15,23,1,24.48,1,356,1,,170,6.78,1,7.28,1
7/28/2020 6:30,23,1,25.03,1,356,1,,170,6.77,1,7.07,1
7/28/2020 6:45,23,1,23.61,1,356,1,,170,6.75,1,6.79,1
7/28/2020 7:00,23,1,25.03,1,356,1,,170,6.61,1,6.87,1
7/28/2020 7:15,22.9,1,24.23,1,354,1,,170,6.73,1,7.18,1
7/28/2020 7:30,22.9,1,22.15,1,355,1,,170,6.61,1,6.43,1
7/28/2020 7:45,23,1,22.66,1,355,1,,170,6.53,1,6.44,1
7/28/2020 8:00,23,1,22.52,1,354,1,,170,6.35,1,5.36,1
7/28/2020 8:15,23,1,24.02,1,354,1,,170,6.59,1,6.09,1
7/28/2020 8:30,23.1,1,22.12,1,353,1,,170,6.36,1,6.35,1
7/28/2020 8:45,23.1,1,20.62,1,353,1,,170,6.59,1,5.76,1
7/28/2020 9:00,23.1,1,21.75,1,352,1,,170,6.67,1,8.57,1
7/28/2020 9:15,23.2,1,23.79,1,352,1,,170,6.86,1,6.36,1
7/28/2020 9:30,23.3,1,22.01,1,352,1,,170,6.86,1,7.47,1
7/28/2020 9:45,23.3,1,30.74,1,354,1,,170,7.08,1,9.72,1
7/28/2020 10:00,23.5,1,27.06,1,355,1,,170,7.05,1,9.35,1
7/28/2020 10:15,23.3,1,29.19,1,353,1,,170,6.87,1,5.86,1
7/28/2020 10:30,23.3,1,23.85,1,352,1,,170,6.62,1,5.09,1
7/28/2020 10:45,23.3,1,28.1,1,352,1,,170,6.53,1,4.84,1
7/28/2020 11:00,23.4,1,22.36,1,351,1,,170,6.45,1,4.28,1
7/28/2020 11:15,23.4,1,22.67,1,349,1,,170,6.8,1,4.9,1
7/28/2020 11:30,23.5,1,22.69,1,349,1,,170,6.98,1,6.83,1
7/28/2020 11:45,23.5,1,24.62,1,350,1,,170,6.68,1,4.79,1
7/28/2020 12:00,23.6,1,22.68,1,353,1,,170,6.8,1,5.08,1
7/28/2020 12:15,24.2,1,23.73,1,354,1,,170,7.53,1,11.04,1
7/28/2020 12:30,24.3,1,23.7,1,351,1,,170,7.83,1,10.09,1
7/28/2020 12:45,23.6,1,23.63,1,346,1,,170,7.09,1,7.12,1
7/28/2020 13:00,24.5,1,24.67,1,334,1,,170,8.06,1,7.2,1
7/28/2020 13:15,24.5,1,23.84,1,330,1,,170,7.71,1,8.51,1
7/28/2020 13:30,24.4,1,24.7,1,323,1,,170,7.68,1,7.86,1
7/28/2020 13:45,24.6,1,23.55,1,309,1,,170,8.04,1,8.21,1
7/28/2020 14:00,24.5,1,22.99,1,312,1,,170,7.87,1,7.35,1
7/28/2020 14:15,24.7,1,21.42,1,304,1,,170,7.91,1,7.7,1
7/28/2020 14:30,24.2,1,23.18,1,316,1,,170,7.65,1,6.27,1
7/28/2020 14:45,24.4,1,23.48,1,305,1,,170,7.94,1,6.95,1
7/28/2020 15:00,24.6,1,27.83,1,295,1,,170,8.11,1,7.56,1
7/28/2020 15:15,25,1,26.17,1,282,1,,170,8.37,1,9.32,1
7/28/2020 15:30,25.2,1,26.42,1,280,1,,170,8.59,1,11.07,1
7/28/2020 15:45,25.5,1,21.5,1,276,1,,170,8.41,1,9.15,1
7/28/2020 16:00,25.4,1,31.4,1,276,1,,170,8.19,1,9.89,1
7/28/2020 16:15,25.4,1,21.03,1,276,1,,170,8.48,1,8.11,1
7/28/2020 16:30,25.6,1,20.54,1,278,1,,170,8.22,1,6.99,1
7/28/2020 16:45,25.6,1,19.55,1,277,1,,170,8.42,1,7.27,1
7/28/2020 17:00,25.7,1,18.17,1,281,1,,170,8.5,1,8.31,1
7/28/2020 17:15,25.7,1,22.3,1,275,1,,170,8.82,1,10.69,1
7/28/2020 17:30,25.7,1,19.52,1,276,1,,170,8.6,1,7.04,1
7/28/2020 17:45,25.7,1,20.5,1,277,1,,170,8.6,1,6.84,1
7/28/2020 18:00,25.6,1,20.33,1,281,1,,170,8.18,1,7.25,1
7/28/2020 18:15,25.6,1,19.03,1,281,1,,170,8.78,1,12.29,1
7/28/2020 18:30,25.6,1,20.02,1,284,1,,170,8.36,1,9.25,1
7/28/2020 18:45,25.5,1,19.2,1,288,1,,170,8.22,1,8.2,1
7/28/2020 19:00,25.5,1,20.13,1,289,1,,170,8.22,1,8.84,1
7/28/2020 19:15,25.4,1,22.47,1,289,1,,170,8.34,1,9.9,1
7/28/2020 19:30,25.4,1,20.54,1,291,1,,170,8.29,1,10.78,1
7/28/2020 19:45,25.4,1,18.43,1,289,1,,170,8.17,1,7.69,1
7/28/2020 20:00,25.3,1,17.46,1,296,1,,170,8.04,1,7.22,1
7/28/2020 20:15,25.3,1,18.81,1,289,1,,170,7.92,1,6.97,1
7/28/2020 20:30,25.3,1,18.37,1,287,1,,170,7.94,1,7.26,1
7/28/2020 20:45,25.2,1,17.89,1,287,1,,170,7.96,1,8.33,1
7/28/2020 21:00,25.2,1,16.9,1,287,1,,170,7.72,1,6.83,1
7/28/2020 21:15,25.2,1,20.79,1,287,1,,170,8.2,1,9.67,1
7/28/2020 21:30,25.1,1,23.44,1,289,1,,170,8.17,1,10.91,1
7/28/2020 21:45,25,1,24.73,1,289,1,,170,8.29,1,9.18,1
7/28/2020 22:00,24.9,1,21.21,1,291,1,,170,8.36,1,8.93,1
7/28/2020 22:15,24.7,1,22.1,1,289,1,,170,8.16,1,8.25,1
7/28/2020 22:30,24.4,1,22.76,1,284,1,,170,8.04,1,8.06,1
7/28/2020 22:45,24.3,1,23.88,1,282,1,,170,7.99,1,8.53,1
7/28/2020 23:00,24.2,1,24.93,1,283,1,,170,7.83,1,7.85,1
7/28/2020 23:15,24.1,1,25.74,1,276,1,,170,7.89,1,7.77,1
7/28/2020 23:30,24,1,27.88,1,274,1,,170,7.86,1,7.86,1
7/28/2020 23:45,23.8,1,29.37,1,278,1,,170,7.7,1,7.21,1
7/29/2020 0:00,23.7,1,26.98,1,281,1,,170,7.53,1,7.33,1
7/29/2020 0:15,23.6,1,26.86,1,277,1,,170,7.55,1,7.47,1
7/29/2020 0:30,23.6,1,27.83,1,271,1,,170,7.6,1,7.29,1
7/29/2020 0:45,23.5,1,30.63,1,269,1,,170,7.54,1,6.81,1
7/29/2020 1:00,23.4,1,28.76,1,279,1,,170,7.44,1,6.47,1
7/29/2020 1:15,23.4,1,27.99,1,290,1,,170,7.44,1,7.13,1
7/29/2020 1:30,23.5,1,31.85,1,312,1,,170,7.43,1,7.34,1
7/29/2020 1:45,23.5,1,28.31,1,336,1,,170,7.42,1,7.27,1
7/29/2020 2:00,23.6,1,23.81,1,344,1,,170,7.39,1,7.41,1
7/29/2020 2:15,23.5,1,27.76,1,345,1,,170,7.36,1,7.24,1
7/29/2020 2:30,23.5,1,27.51,1,341,1,,170,7.33,1,7.5,1
7/29/2020 2:45,23.5,1,25.49,1,337,1,,170,7.29,1,6.64,1
7/29/2020 3:00,23.5,1,25.5,1,326,1,,170,7.25,1,6.6,1
7/29/2020 3:15,23.4,1,25.92,1,319,1,,170,7.22,1,6.79,1
7/29/2020 3:30,23.4,1,25.23,1,308,1,,170,7.25,1,6.44,1
7/29/2020 3:45,23.4,1,23.73,1,304,1,,170,7.25,1,6.26,1
7/29/2020 4:00,23.3,1,21.96,1,303,1,,170,7.12,1,5.84,1
7/29/2020 4:15,23.3,1,25.21,1,306,1,,170,7.12,1,6.59,1
7/29/2020 4:30,23.3,1,25.45,1,307,1,,170,7.18,1,6.88,1
7/29/2020 4:45,23.2,1,24.92,1,311,1,,170,7.17,1,6.87,1
7/29/2020 5:00,23.2,1,23.83,1,314,1,,170,7.14,1,6.68,1
7/29/2020 5:15,23.2,1,24.14,1,317,1,,170,7.1,1,6.98,1
7/29/2020 5:30,23.2,1,26.33,1,324,1,,170,7.08,1,6.87,1
7/29/2020 5:45,23.1,1,25.59,1,327,1,,170,6.91,1,6.55,1
7/29/2020 6:00,23.1,1,26.17,1,331,1,,170,6.96,1,6.69,1
7/29/2020 6:15,23.1,1,32.06,1,331,1,,170,6.92,1,6.94,1
7/29/2020 6:30,23.1,1,25.42,1,332,1,,170,6.9,1,6.48,1
7/29/2020 6:45,23,1,25.85,1,332,1,,170,6.83,1,6.45,1
7/29/2020 7:00,23,1,25.25,1,334,1,,170,6.8,1,6.45,1
7/29/2020 7:15,23,1,28.38,1,334,1,,170,6.62,1,6.3,1
7/29/2020 7:30,23,1,23.05,1,334,1,,170,6.67,1,6.24,1
7/29/2020 7:45,23,1,24.59,1,334,1,,170,6.72,1,5.84,1
7/29/2020 8:00,23,1,24.53,1,334,1,,170,6.69,1,6.26,1
7/29/2020 8:15,23,1,25.13,1,334,1,,170,6.89,1,6.37,1
7/29/2020 8:30,23,1,22.7,1,335,1,,170,6.77,1,6.01,1
7/29/2020 8:45,23.1,1,23.63,1,336,1,,170,6.77,1,5.4,1
7/29/2020 9:00,23.2,1,23.45,1,336,1,,170,6.74,1,6.44,1
7/29/2020 9:15,23.2,1,24.69,1,335,1,,170,6.49,1,5.36,1
7/29/2020 9:30,23.3,1,25.47,1,336,1,,170,6.76,1,5.92,1
7/29/2020 9:45,23.4,1,22.07,1,335,1,,170,6.83,1,6.92,1
7/29/2020 10:00,23.5,1,23.57,1,336,1,,170,7,1,5.3,1
7/29/2020 10:15,23.5,1,38.67,1,336,1,,170,6.96,1,6.44,1
7/29/2020 10:30,23.3,1,25.36,1,335,1,,170,6.76,1,4.52,1
7/29/2020 10:45,23.6,1,21.81,1,336,1,,170,6.9,1,5.07,1
7/29/2020 11:00,23.5,1,23.75,1,336,1,,170,6.83,1,4.83,1
7/29/2020 11:15,23.5,1,24.58,1,335,1,,170,7.01,1,5,1
7/29/2020 11:30,23.7,1,24.17,1,335,1,,170,7.27,1,6.13,1
7/29/2020 11:45,23.8,1,23.27,1,335,1,,170,7.3,1,5.77,1
7/29/2020 12:00,23.8,1,21.2,1,334,1,,170,7.26,1,5.1,1
7/29/2020 12:15,23.9,1,24.27,1,335,1,,170,7.37,1,5.77,1
7/29/2020 12:30,24,1,23.24,1,334,1,,170,7.44,1,6.27,1
7/29/2020 12:45,24.1,1,23.5,1,334,1,,170,7.44,1,5.52,1
7/29/2020 13:00,24.1,1,20.56,1,334,1,,170,7.09,1,3.86,1
7/29/2020 13:15,24,1,20.85,1,335,1,,170,6.79,1,3.71,1
7/29/2020 13:30,24.2,1,20.3,1,334,1,,170,6.86,1,3.41,1
7/29/2020 13:45,25.2,1,25.4,1,310,1,,170,8.43,1,8.74,1
7/29/2020 14:00,25.3,1,24.93,1,298,1,,170,8.81,1,10.33,1
7/29/2020 14:15,25.1,1,25.44,1,297,1,,170,8.53,1,9.4,1
7/29/2020 14:30,25.4,1,24.62,1,287,1,,170,8.56,1,9.33,1
7/29/2020 14:45,24.8,1,24.8,1,300,1,,170,8.26,1,6.9,1
7/29/2020 15:00,25.5,1,24.48,1,276,1,,170,8.98,1,7.86,1
7/29/2020 15:15,25.2,1,24.87,1,275,1,,170,8.66,1,7.85,1
7/29/2020 15:30,25.2,1,24.63,1,271,1,,170,8.71,1,7.77,1
7/29/2020 15:45,25,1,23.86,1,271,1,,170,8.53,1,8.53,1
7/29/2020 16:00,25.3,1,22.94,1,264,1,,170,8.68,1,8.67,1
7/29/2020 16:15,25.3,1,25.41,1,263,1,,170,8.54,1,8.76,1
7/29/2020 16:30,25.3,1,20.52,1,264,1,,170,8.16,1,4.7,1
7/29/2020 16:45,25.3,1,22.58,1,263,1,,170,8.66,1,7.99,1
7/29/2020 17:00,25.3,1,22.86,1,269,1,,170,8.71,1,7.86,1
7/29/2020 17:15,25.3,1,22.92,1,273,1,,170,8.73,1,8.35,1
7/29/2020 17:30,25.3,1,22.54,1,272,1,,170,8.83,1,8.79,1
7/29/2020 17:45,25.4,1,22.66,1,274,1,,170,8.77,1,8.42,1
7/29/2020 18:00,25.4,1,22.23,1,273,1,,170,8.65,1,8.25,1
7/29/2020 18:15,25.3,1,21.76,1,269,1,,170,8.83,1,9.34,1
7/29/2020 18:30,25.4,1,19.93,1,270,1,,170,8.5,1,7.96,1
7/29/2020 18:45,25.3,1,19.95,1,271,1,,170,8.32,1,7.16,1
7/29/2020 19:00,25.3,1,19.11,1,271,1,,170,8.1,1,5.61,1
7/29/2020 19:15,25.3,1,18.13,1,272,1,,170,7.99,1,6.43,1
7/29/2020 19:30,25.2,1,17.81,1,272,1,,170,7.79,1,5.01,1
7/29/2020 19:45,25.2,1,18.08,1,272,1,,170,7.88,1,5.46,1
7/29/2020 20:00,25.2,1,18.33,1,272,1,,170,8.14,1,5.68,1
7/29/2020 20:15,25.1,1,18.23,1,273,1,,170,7.89,1,5.63,1
7/29/2020 20:30,25.1,1,19.89,1,274,1,,170,8.09,1,6.81,1
7/29/2020 20:45,25.1,1,19.57,1,273,1,,170,7.82,1,5.79,1
7/29/2020 21:00,25.1,1,20.55,1,274,1,,170,7.94,1,5.91,1
7/29/2020 21:15,25,1,19.37,1,275,1,,170,7.77,1,6.03,1
7/29/2020 21:30,25,1,19.49,1,275,1,,170,7.87,1,6.47,1
7/29/2020 21:45,25,1,19.12,1,275,1,,170,7.64,1,4.45,1
7/29/2020 22:00,24.9,1,19.98,1,275,1,,170,8.1,1,7.52,1
7/29/2020 22:15,24.8,1,24.27,1,271,1,,170,8.36,1,9.47,1
7/29/2020 22:30,24.7,1,24.92,1,271,1,,170,8.25,1,8.01,1
7/29/2020 22:45,24.6,1,23.69,1,274,1,,170,8.3,1,9.55,1
7/29/2020 23:00,24.5,1,22.67,1,276,1,,170,8.29,1,8.23,1
7/29/2020 23:15,24.4,1,24.27,1,277,1,,170,8.09,1,7.91,1
7/29/2020 23:30,24.1,1,24.77,1,273,1,,170,8.02,1,8.04,1
7/29/2020 23:45,23.9,1,25.79,1,273,1,,170,7.94,1,7.41,1
7/30/2020 0:00,23.8,1,26.17,1,274,1,,170,7.9,1,7.19,1
7/30/2020 0:15,23.7,1,23.71,1,274,1,,170,7.81,1,7.42,1
7/30/2020 0:30,23.6,1,29.02,1,274,1,,170,7.69,1,7.16,1
7/30/2020 0:45,23.4,1,29.06,1,274,1,,170,7.52,1,6.58,1
7/30/2020 1:00,23.3,1,28.29,1,270,1,,170,7.49,1,6.4,1
7/30/2020 1:15,23.3,1,28.45,1,265,1,,170,7.54,1,6.09,1
7/30/2020 1:30,23.3,1,28.96,1,261,1,,170,7.51,1,6.14,1
7/30/2020 1:45,23.2,1,27.35,1,262,1,,170,7.44,1,6.14,1
7/30/2020 2:00,23.2,1,28.46,1,269,1,,170,7.4,1,5.83,1
7/30/2020 2:15,23.3,1,27.64,1,280,1,,170,7.36,1,6.05,1
7/30/2020 2:30,23.4,1,27.15,1,299,1,,170,7.33,1,6.45,1
7/30/2020 2:45,23.4,1,28.02,1,312,1,,170,7.28,1,6.39,1
7/30/2020 3:00,23.5,1,26.36,1,317,1,,170,7.27,1,6.1,1
7/30/2020 3:15,23.5,1,27.63,1,313,1,,170,7.26,1,6.47,1
7/30/2020 3:30,23.4,1,27.34,1,302,1,,170,7.24,1,6.21,1
7/30/2020 3:45,23.4,1,25.92,1,286,1,,170,7.29,1,5.84,1
7/30/2020 4:00,23.4,1,25.66,1,272,1,,170,7.3,1,6.37,1
7/30/2020 4:15,23.3,1,24.29,1,267,1,,170,7.25,1,5.69,1
7/30/2020 4:30,23.3,1,25.54,1,261,1,,170,7.22,1,5.99,1
7/30/2020 4:45,23.3,1,23.18,1,261,1,,170,6.96,1,5.2,1
7/30/2020 5:00,23.3,1,23.97,1,261,1,,170,6.89,1,5.77,1
7/30/2020 5:15,23.2,1,25.67,1,260,1,,170,7.16,1,6.11,1
7/30/2020 5:30,23.2,1,28.01,1,259,1,,170,7.2,1,6.25,1
7/30/2020 5:45,23.2,1,25.49,1,262,1,,170,7.22,1,5.97,1
7/30/2020 6:00,23.1,1,24.38,1,265,1,,170,7.2,1,6.21,1
7/30/2020 6:15,23.1,1,26.42,1,270,1,,170,7.2,1,6.43,1
7/30/2020 6:30,23.1,1,24.99,1,279,1,,170,7.05,1,6.37,1
7/30/2020 6:45,23.1,1,23.94,1,283,1,,170,6.91,1,5.85,1
7/30/2020 7:00,23,1,24.91,1,285,1,,170,6.97,1,5.54,1
7/30/2020 7:15,23,1,25.47,1,290,1,,170,6.93,1,5.64,1
7/30/2020 7:30,23,1,24.56,1,290,1,,170,6.91,1,5.67,1
7/30/2020 7:45,23,1,25.79,1,294,1,,170,6.89,1,5.7,1
7/30/2020 8:00,23,1,24.19,1,294,1,,170,6.85,1,6.12,1
7/30/2020 8:15,23.1,1,24.68,1,298,1,,170,6.82,1,6.13,1
7/30/2020 8:30,23,1,26.08,1,294,1,,170,6.78,1,6.08,1
7/30/2020 8:45,23.1,1,25.39,1,295,1,,170,6.91,1,5.7,1
7/30/2020 9:00,23.2,1,24.99,1,296,1,,170,6.93,1,6.15,1
7/30/2020 9:15,23.2,1,25.27,1,297,1,,170,6.98,1,5.95,1
7/30/2020 9:30,23.3,1,23.19,1,299,1,,170,6.86,1,5.39,1
7/30/2020 9:45,23.3,1,29.67,1,302,1,,170,6.6,1,5.49,1
7/30/2020 10:00,23.3,1,23.4,1,302,1,,170,6.5,1,4,1
7/30/2020 10:15,23.5,1,21.19,1,302,1,,170,6.6,1,4.9,1
7/30/2020 10:30,23.5,1,21.68,1,306,1,,170,6.58,1,3.56,1
7/30/2020 10:45,23.4,1,24.81,1,304,1,,170,6.24,1,3.49,1
7/30/2020 11:00,23.4,1,28.09,1,301,1,,170,6.65,1,4.43,1
7/30/2020 11:15,23.4,1,25.52,1,301,1,,170,6.16,1,3.68,1
7/30/2020 11:30,23.6,1,24.15,1,301,1,,170,6.63,1,3.94,1
7/30/2020 11:45,23.7,1,22.98,1,304,1,,170,6.73,1,4.43,1
7/30/2020 12:00,23.7,1,23.67,1,305,1,,170,6.44,1,3.63,1
7/30/2020 12:15,23.7,1,23.11,1,303,1,,170,6.61,1,3.97,1
7/30/2020 12:30,24,1,21.96,1,303,1,,170,6.88,1,5.81,1
7/30/2020 12:45,23.8,1,22.46,1,303,1,,170,6.89,1,3.64,1
7/30/2020 13:00,24,1,23.11,1,304,1,,170,6.72,1,3.53,1
7/30/2020 13:15,24.1,1,24.73,1,299,1,,170,7.05,1,4.96,1
7/30/2020 13:30,24.4,1,25.57,1,300,1,,170,7.43,1,4.79,1
7/30/2020 13:45,24.4,1,20.92,1,296,1,,170,7.18,1,4.46,1
7/30/2020 14:00,24.3,1,21.83,1,298,1,,170,7.1,1,3.97,1
7/30/2020 14:15,24.5,1,22.35,1,297,1,,170,7.1,1,4.37,1
7/30/2020 14:30,24.4,1,20.04,1,299,1,,170,6.8,1,3.24,1
7/30/2020 14:45,24.7,1,21.54,1,298,1,,170,7.13,1,3.71,1
7/30/2020 15:00,25.2,1,23,1,288,1,,170,8.03,1,8.6,1
7/30/2020 15:15,25.5,1,24,1,280,1,,170,8.59,1,9.87,1
7/30/2020 15:30,25.5,1,24.19,1,280,1,,170,8.57,1,9.75,1
7/30/2020 15:45,25.5,1,24.17,1,277,1,,170,8.73,1,8.78,1
7/30/2020 16:00,25.4,1,24.49,1,268,1,,170,8.64,1,8.82,1
7/30/2020 16:15,25.3,1,23.32,1,270,1,,170,8.63,1,7.9,1
7/30/2020 16:30,25.3,1,23.88,1,263,1,,170,8.59,1,8.35,1
7/30/2020 16:45,25.2,1,26.75,1,263,1,,170,8.46,1,7.79,1
7/30/2020 17:00,25.2,1,22.83,1,257,1,,170,8.43,1,7.11,1
7/30/2020 17:15,25.3,1,22.69,1,252,1,,170,8.6,1,6.87,1
7/30/2020 17:30,25.2,1,21.99,1,249,1,,170,8.31,1,6.86,1
7/30/2020 17:45,25.1,1,26.15,1,250,1,,170,7.83,1,6.21,1
7/30/2020 18:00,25.2,1,22.87,1,248,1,,170,8.24,1,6.64,1
7/30/2020 18:15,25.1,1,22.12,1,254,1,,170,8.38,1,7.97,1
7/30/2020 18:30,25.1,1,22.07,1,250,1,,170,8.3,1,7.58,1
7/30/2020 18:45,25.1,1,22.22,1,252,1,,170,8.41,1,8.04,1
7/30/2020 19:00,25.1,1,22.22,1,250,1,,170,8.3,1,7.91,1
7/30/2020 19:15,25.1,1,21.45,1,253,1,,170,8.18,1,7.48,1
7/30/2020 19:30,25.1,1,20.84,1,256,1,,170,7.85,1,5.83,1
7/30/2020 19:45,25,1,19.73,1,255,1,,170,7.48,1,5.31,1
7/30/2020 20:00,25,1,22.23,1,257,1,,170,7.54,1,5.43,1
7/30/2020 20:15,24.9,1,19.89,1,257,1,,170,7.55,1,5,1
7/30/2020 20:30,24.9,1,21.85,1,258,1,,170,7.61,1,4.72,1
7/30/2020 20:45,24.9,1,22.01,1,259,1,,170,7.73,1,5.75,1
7/30/2020 21:00,24.8,1,18.32,1,257,1,,170,7.48,1,4.59,1
7/30/2020 21:15,24.8,1,19.76,1,259,1,,170,7.5,1,4.65,1
7/30/2020 21:30,24.8,1,19.43,1,260,1,,170,7.48,1,4.92,1
7/30/2020 21:45,24.8,1,19.73,1,261,1,,170,7.43,1,4.27,1
7/30/2020 22:00,24.8,1,18.55,1,261,1,,170,7.18,1,4.55,1
7/30/2020 22:15,24.7,1,18.11,1,262,1,,170,7.3,1,4.17,1
7/30/2020 22:30,24.7,1,19.35,1,263,1,,170,7.25,1,4.64,1
7/30/2020 22:45,24.7,1,19.07,1,263,1,,170,7.14,1,4.2,1
7/30/2020 23:00,24.6,1,24.55,1,261,1,,170,7.7,1,6.13,1
7/30/2020 23:15,24.6,1,27.71,1,259,1,,170,7.85,1,7.12,1
7/30/2020 23:30,24.4,1,25.17,1,261,1,,170,7.7,1,6.94,1
7/30/2020 23:45,24.3,1,22.13,1,261,1,,170,7.93,1,7.14,1
7/31/2020 0:00,24.2,1,23.4,1,260,1,,170,7.84,1,6.91,1
7/31/2020 0:15,24.1,1,24.44,1,259,1,,170,7.78,1,6.74,1
7/31/2020 0:30,23.9,1,25.54,1,257,1,,170,7.65,1,6.28,1
7/31/2020 0:45,23.8,1,26.72,1,254,1,,170,7.74,1,6.4,1
7/31/2020 1:00,23.7,1,26.07,1,255,1,,170,7.69,1,6.39,1
7/31/2020 1:15,23.7,1,30.93,1,255,1,,170,7.69,1,6.49,1
7/31/2020 1:30,23.6,1,27.41,1,257,1,,170,7.69,1,6.14,1
7/31/2020 1:45,23.5,1,28.26,1,257,1,,170,7.62,1,6.28,1
7/31/2020 2:00,23.4,1,26.35,1,258,1,,170,7.53,1,5.71,1
7/31/2020 2:15,23.3,1,30.85,1,258,1,,170,7.46,1,5.95,1
7/31/2020 2:30,23.2,1,27.65,1,257,1,,170,7.4,1,5.66,1
7/31/2020 2:45,23.2,1,26.97,1,258,1,,170,7.34,1,5.13,1
7/31/2020 3:00,23.2,1,26.13,1,264,1,,170,7.26,1,5.09,1
7/31/2020 3:15,23.2,1,27.15,1,276,1,,170,7.24,1,5.19,1
7/31/2020 3:30,23.3,1,26.72,1,298,1,,170,7.21,1,5.68,1
7/31/2020 3:45,23.3,1,29.43,1,313,1,,170,7.19,1,5.81,1
7/31/2020 4:00,23.4,1,27.11,1,301,1,,170,7.21,1,5.9,1
7/31/2020 4:15,23.3,1,27.38,1,283,1,,170,7.25,1,5.77,1
7/31/2020 4:30,23.2,1,26.14,1,272,1,,170,7.22,1,5.35,1
7/31/2020 4:45,23.2,1,26.51,1,264,1,,170,7.22,1,5.47,1
7/31/2020 5:00,23.2,1,26.33,1,259,1,,170,7.16,1,5.12,1
7/31/2020 5:15,23.1,1,25.43,1,254,1,,170,7.12,1,5.18,1
7/31/2020 5:30,23.1,1,26.67,1,253,1,,170,7.06,1,4.93,1
7/31/2020 5:45,23.1,1,24.97,1,253,1,,170,6.8,1,5.14,1
7/31/2020 6:00,23,1,25.84,1,252,1,,170,6.96,1,4.77,1
7/31/2020 6:15,23,1,25.16,1,253,1,,170,6.97,1,5.16,1
7/31/2020 6:30,23,1,25.8,1,254,1,,170,7.08,1,5.22,1
7/31/2020 6:45,22.9,1,26.22,1,256,1,,170,7.05,1,5.7,1
7/31/2020 7:00,22.9,1,25.3,1,258,1,,170,7.09,1,5.03,1
7/31/2020 7:15,22.9,1,25.01,1,265,1,,170,7.07,1,5.12,1
7/31/2020 7:30,22.9,1,26.65,1,269,1,,170,7,1,4.96,1
7/31/2020 7:45,23,1,25.13,1,271,1,,170,6.97,1,5.26,1
7/31/2020 8:00,23,1,25.3,1,273,1,,170,6.95,1,5.36,1
7/31/2020 8:15,23,1,26.13,1,274,1,,170,6.96,1,5.35,1
7/31/2020 8:30,23,1,25.33,1,276,1,,170,6.92,1,5.1,1
7/31/2020 8:45,23.1,1,24.73,1,279,1,,170,6.93,1,4.95,1
7/31/2020 9:00,23.1,1,25.89,1,280,1,,170,6.88,1,5.37,1
7/31/2020 9:15,23.2,1,24.74,1,281,1,,170,6.91,1,5.12,1
7/31/2020 9:30,23.2,1,27.64,1,282,1,,170,6.84,1,4.97,1
7/31/2020 9:45,23.3,1,25.55,1,284,1,,170,6.85,1,5.31,1
7/31/2020 10:00,23.3,1,21.7,1,284,1,,170,6.65,1,4.49,1
7/31/2020 10:15,23.3,1,23.92,1,285,1,,170,6.41,1,3.38,1
7/31/2020 10:30,23.4,1,27.41,1,285,1,,170,6.55,1,3.59,1
7/31/2020 10:45,23.4,1,23.75,1,285,1,,170,6.42,1,3.41,1
7/31/2020 11:00,23.4,1,23.11,1,286,1,,170,6.32,1,2.95,1
7/31/2020 11:15,23.5,1,21.41,1,286,1,,170,6.05,1,2.98,1
7/31/2020 11:30,23.6,1,21.46,1,286,1,,170,6.42,1,3.19,1
7/31/2020 11:45,23.9,1,22.12,1,287,1,,170,6.49,1,3.5,1
7/31/2020 12:00,24.1,1,20.16,1,288,1,,170,6.7,1,3.45,1
7/31/2020 12:15,23.9,1,22.43,1,287,1,,170,6.67,1,3.07,1
7/31/2020 12:30,23.9,1,21.37,1,287,1,,170,6.54,1,3.19,1
7/31/2020 12:45,23.7,1,24.48,1,289,1,,170,6.39,1,3.19,1
7/31/2020 13:00,23.8,1,22.61,1,289,1,,170,6.39,1,2.97,1
7/31/2020 13:15,23.9,1,22.91,1,289,1,,170,6.11,1,2.8,1
7/31/2020 13:30,24.2,1,20.09,1,289,1,,170,6.44,1,2.99,1
7/31/2020 13:45,24.2,1,21.35,1,289,1,,170,6.51,1,3.18,1
