Time,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
6/25/2020 0:00,26,1,36.18,1,317,1,7.91,1,5.7,1,5.16,1
6/25/2020 0:15,26,1,35.18,1,317,1,7.95,1,6.09,1,7.15,1
6/25/2020 0:30,25.9,1,37.18,1,317,1,7.96,1,6.12,1,7.29,1
6/25/2020 0:45,25.9,1,34.53,1,317,1,7.96,1,6.13,1,7.68,1
6/25/2020 1:00,25.8,1,35.44,1,318,1,7.95,1,6.13,1,6.92,1
6/25/2020 1:15,25.8,1,34.24,1,318,1,7.95,1,5.97,1,6.58,1
6/25/2020 1:30,25.8,1,35.39,1,320,1,7.95,1,6.1,1,7.65,1
6/25/2020 1:45,25.7,1,33.98,1,318,1,7.95,1,5.87,1,6.75,1
6/25/2020 2:00,25.7,1,34.14,1,320,1,7.95,1,6,1,6.87,1
6/25/2020 2:15,25.6,1,34.82,1,321,1,7.91,1,5.82,1,7.24,1
6/25/2020 2:30,25.6,1,34.79,1,322,1,7.92,1,5.94,1,6.89,1
6/25/2020 2:45,25.5,1,35.49,1,325,1,7.91,1,5.89,1,6.2,1
6/25/2020 3:00,25.5,1,34.84,1,326,1,7.91,1,5.86,1,6.51,1
6/25/2020 3:15,25.4,1,33.58,1,324,1,7.89,1,5.8,1,6.03,1
6/25/2020 3:30,25.5,1,36.5,1,326,1,7.9,1,5.6,1,6.39,1
6/25/2020 3:45,25.4,1,33.45,1,332,1,7.87,1,5.65,1,5.16,1
6/25/2020 4:00,25.4,1,37.54,1,337,1,7.86,1,5.48,1,4.63,1
6/25/2020 4:15,25.4,1,36.1,1,336,1,7.83,1,5.25,1,4.7,1
6/25/2020 4:30,25.4,1,35.76,1,337,1,7.83,1,5.31,1,4.62,1
6/25/2020 4:45,25.4,1,35.64,1,335,1,7.86,1,5.63,1,6.36,1
6/25/2020 5:00,25.4,1,36.33,1,332,1,7.88,1,5.79,1,6.6,1
6/25/2020 5:15,25.3,1,35.93,1,333,1,7.89,1,5.84,1,7.27,1
6/25/2020 5:30,25.3,1,37.86,1,336,1,7.88,1,5.71,1,6.93,1
6/25/2020 5:45,25.2,1,36.55,1,342,1,7.87,1,5.76,1,7.09,1
6/25/2020 6:00,25.2,1,37.18,1,339,1,7.86,1,5.7,1,7.15,1
6/25/2020 6:15,25.1,1,45.67,1,327,1,7.88,1,5.77,1,7.06,1
6/25/2020 6:30,25.1,1,40.58,1,319,1,7.9,1,5.79,1,6.68,1
6/25/2020 6:45,25,1,41.56,1,315,1,7.9,1,5.82,1,7.32,1
6/25/2020 7:00,25,1,41.63,1,315,1,7.91,1,5.8,1,7.14,1
6/25/2020 7:15,25,1,41.35,1,315,1,7.91,1,5.83,1,7.25,1
6/25/2020 7:30,25,1,41.05,1,314,1,7.9,1,5.78,1,6.93,1
6/25/2020 7:45,25,1,44.73,1,310,1,7.9,1,5.75,1,6.64,1
6/25/2020 8:00,25,1,42.33,1,307,1,7.9,1,5.73,1,6.67,1
6/25/2020 8:15,25,1,42.2,1,308,1,7.9,1,5.72,1,6.14,1
6/25/2020 8:30,25.1,1,44.75,1,305,1,7.9,1,5.73,1,6.46,1
6/25/2020 8:45,25.2,1,44.48,1,301,1,7.9,1,5.71,1,5.95,1
6/25/2020 8:52,,255,,255,,255,,255,,255,,255
6/25/2020 9:00,25.3,1,45.33,1,297,1,7.85,1,5.86,1,6.07,1
6/25/2020 9:15,25.4,1,42.24,1,292,1,7.79,1,5.82,1,5.91,1
6/25/2020 9:30,25.3,1,45.14,1,290,1,7.74,1,5.8,1,5.6,1
6/25/2020 9:45,25.4,1,45.67,1,290,1,7.73,1,5.75,1,5.78,1
6/25/2020 10:00,25.4,1,41.37,1,289,1,7.69,1,5.46,1,4.61,1
6/25/2020 10:15,25.5,1,41.26,1,289,1,7.71,1,5.45,1,5.14,1
6/25/2020 10:30,25.4,1,43.36,1,288,1,7.69,1,5.61,1,5.42,1
6/25/2020 10:45,25.3,1,48,1,288,1,7.69,1,5.64,1,5.25,1
6/25/2020 11:00,25.5,1,43.39,1,289,1,7.74,1,5.75,1,5.5,1
6/25/2020 11:15,25.5,1,43.48,1,289,1,7.71,1,5.64,1,5.31,1
6/25/2020 11:30,25.6,1,41.28,1,290,1,7.7,1,5.54,1,4.83,1
6/25/2020 11:45,25.7,1,41.95,1,291,1,7.73,1,5.64,1,5.22,1
6/25/2020 12:00,25.8,1,40.84,1,292,1,7.72,1,5.61,1,5.19,1
6/25/2020 12:15,25.9,1,41.01,1,293,1,7.72,1,5.67,1,5.62,1
6/25/2020 12:30,25.9,1,39.26,1,294,1,7.68,1,5.36,1,5.27,1
6/25/2020 12:45,25.9,1,36.76,1,294,1,7.68,1,5.48,1,4.7,1
6/25/2020 13:00,26,1,43.52,1,295,1,7.71,1,5.6,1,5.77,1
6/25/2020 13:15,26,1,38.7,1,296,1,7.7,1,5.61,1,5.26,1
6/25/2020 13:30,26.1,1,37.11,1,297,1,7.73,1,5.71,1,5.3,1
6/25/2020 13:45,26.1,1,39.25,1,298,1,7.71,1,5.69,1,5.55,1
6/25/2020 14:00,26.2,1,38.64,1,299,1,7.72,1,5.74,1,5.52,1
6/25/2020 14:15,26.2,1,38.57,1,300,1,7.69,1,5.63,1,4.81,1
6/25/2020 14:30,26.3,1,39.07,1,301,1,7.72,1,5.81,1,5.3,1
6/25/2020 14:45,26.3,1,39.07,1,301,1,7.7,1,5.72,1,4.93,1
6/25/2020 15:00,26.3,1,34.19,1,301,1,7.66,1,5.34,1,3.88,1
6/25/2020 15:15,26.4,1,35.52,1,302,1,7.69,1,5.58,1,4.67,1
6/25/2020 15:30,26.5,1,34.46,1,302,1,7.64,1,5.15,1,3.42,1
6/25/2020 15:45,26.5,1,35.63,1,303,1,7.73,1,5.98,1,5.48,1
6/25/2020 16:00,26.5,1,36.96,1,303,1,7.72,1,6.03,1,5.63,1
6/25/2020 16:15,26.5,1,39.14,1,303,1,7.74,1,5.99,1,5.26,1
6/25/2020 16:30,26.4,1,38.35,1,304,1,7.71,1,5.98,1,5.34,1
6/25/2020 16:45,26.2,1,37.47,1,305,1,7.65,1,5.73,1,4.65,1
6/25/2020 17:00,26.3,1,34.61,1,305,1,7.68,1,5.84,1,4.4,1
6/25/2020 17:15,26.2,1,36.3,1,305,1,7.6,1,5.33,1,3.7,1
6/25/2020 17:30,26.1,1,39.02,1,306,1,7.66,1,5.94,1,5.22,1
6/25/2020 17:45,26.3,1,36.07,1,305,1,7.73,1,6.16,1,6.11,1
6/25/2020 18:00,26,1,35.11,1,306,1,7.64,1,5.84,1,4.22,1
6/25/2020 18:15,26.1,1,36,1,305,1,7.7,1,6.23,1,6.27,1
6/25/2020 18:30,26.1,1,37.32,1,306,1,7.68,1,6.02,1,5.69,1
6/25/2020 18:45,26,1,37.14,1,306,1,7.68,1,6.08,1,6.29,1
6/25/2020 19:00,26,1,35.48,1,306,1,7.67,1,5.9,1,5.38,1
6/25/2020 19:15,26,1,34.93,1,306,1,7.66,1,5.81,1,4.87,1
6/25/2020 19:30,25.9,1,35.51,1,306,1,7.65,1,5.77,1,5.35,1
6/25/2020 19:45,25.9,1,34.55,1,306,1,7.66,1,5.81,1,4.71,1
6/25/2020 20:00,25.9,1,34.19,1,306,1,7.65,1,5.85,1,4.32,1
6/25/2020 20:15,25.8,1,35.48,1,306,1,7.65,1,5.78,1,4.48,1
6/25/2020 20:30,25.8,1,36.36,1,306,1,7.67,1,5.81,1,4.54,1
6/25/2020 20:45,25.8,1,33.41,1,311,1,7.7,1,6.03,1,5.78,1
6/25/2020 21:00,25.9,1,34.67,1,315,1,7.7,1,6.05,1,5.92,1
6/25/2020 21:15,25.9,1,33.37,1,317,1,7.73,1,6.1,1,6.05,1
6/25/2020 21:30,26,1,33.69,1,320,1,7.7,1,6.05,1,6.04,1
6/25/2020 21:45,26,1,34.77,1,320,1,7.66,1,5.99,1,6,1
6/25/2020 22:00,26,1,34.01,1,317,1,7.66,1,6,1,6.12,1
6/25/2020 22:15,26.1,1,35.86,1,312,1,7.71,1,6.13,1,6.77,1
6/25/2020 22:30,26.2,1,35.64,1,308,1,7.76,1,6.25,1,6.82,1
6/25/2020 22:45,26.4,1,37.1,1,304,1,7.79,1,6.39,1,7.66,1
6/25/2020 23:00,26.5,1,37.67,1,300,1,7.81,1,6.46,1,7.74,1
6/25/2020 23:15,26.5,1,39.91,1,293,1,7.81,1,6.52,1,7.96,1
6/25/2020 23:30,26.3,1,38.08,1,290,1,7.78,1,6.41,1,7.68,1
6/25/2020 23:45,26.2,1,39.49,1,287,1,7.76,1,6.34,1,7.12,1
6/26/2020 0:00,26.1,1,39.15,1,284,1,7.8,1,6.29,1,7.12,1
6/26/2020 0:15,26.1,1,40.24,1,282,1,7.79,1,6.22,1,6.75,1
6/26/2020 0:30,26,1,43.19,1,280,1,7.78,1,6.21,1,6.47,1
6/26/2020 0:45,25.9,1,38.1,1,280,1,7.77,1,6.18,1,6.17,1
6/26/2020 1:00,25.9,1,38,1,281,1,7.76,1,6.09,1,6.1,1
6/26/2020 1:15,25.9,1,34.28,1,283,1,7.74,1,5.92,1,4.91,1
6/26/2020 1:30,25.8,1,36.55,1,283,1,7.75,1,6.06,1,6.29,1
6/26/2020 1:45,25.8,1,34.02,1,283,1,7.75,1,5.98,1,5.37,1
6/26/2020 2:00,25.8,1,39.73,1,282,1,7.75,1,5.99,1,6.37,1
6/26/2020 2:15,25.8,1,37.89,1,281,1,7.77,1,6.09,1,6.28,1
6/26/2020 2:30,25.8,1,37.77,1,281,1,7.75,1,6.05,1,5.48,1
6/26/2020 2:45,25.7,1,36.56,1,281,1,7.76,1,6.06,1,5.64,1
6/26/2020 3:00,25.7,1,36.41,1,281,1,7.76,1,6.08,1,5.84,1
6/26/2020 3:15,25.7,1,38.56,1,284,1,7.75,1,5.94,1,5.65,1
6/26/2020 3:30,25.7,1,35.53,1,285,1,7.74,1,5.85,1,5.34,1
6/26/2020 3:45,25.7,1,37.16,1,285,1,7.74,1,5.85,1,5.57,1
6/26/2020 4:00,25.6,1,40.19,1,286,1,7.74,1,5.86,1,5.9,1
6/26/2020 4:15,25.6,1,38,1,286,1,7.73,1,5.81,1,5.51,1
6/26/2020 4:30,25.6,1,38.01,1,286,1,7.72,1,5.74,1,5.19,1
6/26/2020 4:45,25.5,1,35.4,1,286,1,7.68,1,5.51,1,4.61,1
6/26/2020 5:00,25.5,1,34.87,1,286,1,7.71,1,5.58,1,5.12,1
6/26/2020 5:15,25.5,1,36.19,1,287,1,7.68,1,5.37,1,4.65,1
6/26/2020 5:30,25.5,1,38.19,1,286,1,7.72,1,5.7,1,6.07,1
6/26/2020 5:45,25.5,1,38.04,1,286,1,7.71,1,5.68,1,5.6,1
6/26/2020 6:00,25.4,1,42.52,1,293,1,7.7,1,5.69,1,6.1,1
6/26/2020 6:15,25.3,1,37.9,1,288,1,7.71,1,5.87,1,6.92,1
6/26/2020 6:30,25.2,1,35.33,1,296,1,7.71,1,5.83,1,6.3,1
6/26/2020 6:45,25.2,1,42.07,1,302,1,7.69,1,5.75,1,6.58,1
6/26/2020 7:00,25.1,1,36.94,1,299,1,7.71,1,5.77,1,6.43,1
6/26/2020 7:15,25.1,1,39.79,1,297,1,7.73,1,5.8,1,6.43,1
6/26/2020 7:30,25.1,1,40.99,1,299,1,7.74,1,5.81,1,6.32,1
6/26/2020 7:45,25,1,40.68,1,301,1,7.74,1,5.82,1,6.68,1
6/26/2020 8:00,25.1,1,42.66,1,303,1,7.74,1,5.79,1,6.64,1
6/26/2020 8:15,25.1,1,50.94,1,304,1,7.76,1,5.75,1,6.51,1
6/26/2020 8:30,25.2,1,42.97,1,305,1,7.76,1,5.76,1,6.44,1
6/26/2020 8:45,25.3,1,43.59,1,303,1,7.78,1,5.8,1,6.29,1
6/26/2020 9:00,25.3,1,44.25,1,298,1,7.76,1,5.81,1,5.91,1
6/26/2020 9:15,25.4,1,43.7,1,293,1,7.75,1,5.82,1,5.59,1
6/26/2020 9:30,25.5,1,41.55,1,288,1,7.75,1,5.79,1,5.02,1
6/26/2020 9:45,25.5,1,41.42,1,283,1,7.75,1,5.77,1,4.93,1
6/26/2020 10:00,25.6,1,48.13,1,274,1,7.74,1,5.75,1,4.83,1
6/26/2020 10:15,25.7,1,43.59,1,273,1,7.75,1,5.76,1,4.68,1
6/26/2020 10:30,25.7,1,49.64,1,270,1,7.75,1,5.74,1,5.3,1
6/26/2020 10:45,25.7,1,46.9,1,269,1,7.73,1,5.68,1,4.88,1
6/26/2020 11:00,25.6,1,45.32,1,267,1,7.7,1,5.63,1,4.23,1
6/26/2020 11:15,25.5,1,43.97,1,266,1,7.71,1,5.7,1,4.4,1
6/26/2020 11:30,25.6,1,46.63,1,268,1,7.7,1,5.67,1,3.97,1
6/26/2020 11:45,25.8,1,41.53,1,270,1,7.74,1,5.73,1,4.3,1
6/26/2020 12:00,25.8,1,47,1,270,1,7.71,1,5.62,1,4.17,1
6/26/2020 12:15,25.8,1,39.7,1,271,1,7.64,1,5.1,1,3,1
6/26/2020 12:30,25.9,1,38.77,1,272,1,7.7,1,5.37,1,3.54,1
6/26/2020 12:45,26.1,1,42.9,1,273,1,7.75,1,5.62,1,4.21,1
6/26/2020 13:00,26.2,1,42.12,1,275,1,7.73,1,5.64,1,4.19,1
6/26/2020 13:15,26.2,1,41.46,1,275,1,7.72,1,5.57,1,4.41,1
6/26/2020 13:30,26.2,1,36.95,1,276,1,7.68,1,5.12,1,4.06,1
6/26/2020 13:45,26.2,1,39.16,1,275,1,7.67,1,5.28,1,3.87,1
6/26/2020 14:00,26.2,1,37.32,1,276,1,7.65,1,5.02,1,3.23,1
6/26/2020 14:15,26.2,1,36,1,276,1,7.59,1,4.68,1,2.67,1
6/26/2020 14:30,26.2,1,36.06,1,277,1,7.61,1,4.81,1,2.9,1
6/26/2020 14:45,26.2,1,35.28,1,278,1,7.59,1,4.58,1,2.45,1
6/26/2020 15:00,26.3,1,38.04,1,278,1,7.61,1,4.8,1,3.16,1
6/26/2020 15:15,26.4,1,37.5,1,279,1,7.67,1,4.91,1,3.39,1
6/26/2020 15:30,27,1,38.8,1,282,1,7.79,1,5.85,1,5.34,1
6/26/2020 15:45,26.9,1,38.72,1,285,1,7.77,1,5.97,1,4.88,1
6/26/2020 16:00,27,1,35.93,1,285,1,7.74,1,5.87,1,4.9,1
6/26/2020 16:15,26.9,1,36.21,1,286,1,7.73,1,5.86,1,5.26,1
6/26/2020 16:30,26.9,1,36.29,1,287,1,7.74,1,6.02,1,4.97,1
6/26/2020 16:45,26.8,1,36.32,1,288,1,7.69,1,5.69,1,4.23,1
6/26/2020 17:00,26.7,1,34.84,1,290,1,7.69,1,5.84,1,4.63,1
6/26/2020 17:15,26.4,1,37.64,1,292,1,7.67,1,5.87,1,4.69,1
6/26/2020 17:30,26.5,1,38.6,1,292,1,7.69,1,5.96,1,4.82,1
6/26/2020 17:45,26.4,1,37.72,1,293,1,7.64,1,5.71,1,4.05,1
6/26/2020 18:00,26.4,1,37.2,1,293,1,7.63,1,5.31,1,3.28,1
6/26/2020 18:15,26.5,1,35.77,1,293,1,7.64,1,5.55,1,3.58,1
6/26/2020 18:30,26.3,1,38.19,1,294,1,7.63,1,5.58,1,4.39,1
6/26/2020 18:45,26.2,1,36.83,1,295,1,7.62,1,5.81,1,4.12,1
6/26/2020 19:00,26.1,1,36.16,1,295,1,7.64,1,5.78,1,4.97,1
6/26/2020 19:15,26.2,1,35.83,1,294,1,7.67,1,5.85,1,5.28,1
6/26/2020 19:30,26.1,1,36.68,1,295,1,7.65,1,5.82,1,5.16,1
6/26/2020 19:45,26.1,1,34.07,1,294,1,7.65,1,5.6,1,4.1,1
6/26/2020 20:00,26.2,1,32.96,1,293,1,7.67,1,5.61,1,4.07,1
6/26/2020 20:15,26,1,35.84,1,297,1,7.58,1,5.17,1,3.3,1
6/26/2020 20:30,26.1,1,35.2,1,296,1,7.57,1,4.79,1,2.93,1
6/26/2020 20:45,26,1,35.27,1,297,1,7.54,1,4.74,1,3.09,1
6/26/2020 21:00,26,1,35.55,1,297,1,7.53,1,4.63,1,3.13,1
6/26/2020 21:15,26.1,1,35.82,1,294,1,7.68,1,5.69,1,5.04,1
6/26/2020 21:30,26.1,1,34.57,1,295,1,7.75,1,6.11,1,5.91,1
6/26/2020 21:45,26.2,1,35.79,1,296,1,7.75,1,6.08,1,5.81,1
6/26/2020 22:00,26.2,1,36.15,1,295,1,7.73,1,6.04,1,5.71,1
6/26/2020 22:15,26.1,1,38.21,1,295,1,7.71,1,5.96,1,5.66,1
6/26/2020 22:30,26.1,1,36.36,1,295,1,7.72,1,5.92,1,5.47,1
6/26/2020 22:45,26.2,1,38,1,291,1,7.74,1,6.01,1,5.61,1
6/26/2020 23:00,26.3,1,39.92,1,287,1,7.77,1,6.06,1,5.97,1
6/26/2020 23:15,26.3,1,39.88,1,284,1,7.78,1,6.09,1,5.99,1
6/26/2020 23:30,26.3,1,40.85,1,279,1,7.81,1,6.19,1,6.26,1
6/26/2020 23:45,26.3,1,44.94,1,273,1,7.82,1,6.31,1,5.57,1
6/27/2020 0:00,26.2,1,42.04,1,271,1,7.79,1,6.24,1,6.02,1
6/27/2020 0:15,26.2,1,41.03,1,269,1,7.78,1,6.19,1,5.58,1
6/27/2020 0:30,26.1,1,38.87,1,268,1,7.77,1,6.17,1,5.49,1
6/27/2020 0:45,26,1,42.86,1,264,1,7.78,1,6.16,1,5.34,1
6/27/2020 1:00,25.9,1,40.64,1,263,1,7.77,1,6.1,1,5.46,1
6/27/2020 1:15,25.9,1,41.44,1,263,1,7.75,1,6.03,1,5.05,1
6/27/2020 1:30,25.8,1,40.45,1,266,1,7.75,1,5.99,1,4.73,1
6/27/2020 1:45,25.7,1,41.38,1,268,1,7.74,1,5.92,1,5.09,1
6/27/2020 2:00,25.7,1,38.36,1,269,1,7.74,1,5.85,1,5.04,1
6/27/2020 2:15,25.7,1,38.41,1,269,1,7.73,1,5.78,1,4.76,1
6/27/2020 2:30,25.6,1,39.2,1,268,1,7.73,1,5.84,1,4.84,1
6/27/2020 2:45,25.6,1,43.45,1,267,1,7.73,1,5.83,1,5.02,1
6/27/2020 3:00,25.5,1,38.61,1,267,1,7.75,1,5.89,1,4.49,1
6/27/2020 3:15,25.5,1,38.88,1,266,1,7.74,1,5.86,1,4.66,1
6/27/2020 3:30,25.5,1,38.94,1,265,1,7.75,1,5.92,1,4.92,1
6/27/2020 3:45,25.5,1,38.74,1,265,1,7.74,1,5.9,1,4.69,1
6/27/2020 4:00,25.5,1,37.52,1,265,1,7.73,1,5.9,1,4.66,1
6/27/2020 4:15,25.4,1,41.03,1,265,1,7.73,1,5.85,1,4.87,1
6/27/2020 4:30,25.3,1,40.07,1,265,1,7.72,1,5.85,1,4.73,1
6/27/2020 4:45,25.3,1,41.07,1,266,1,7.71,1,5.85,1,4.89,1
6/27/2020 5:00,25.3,1,39.93,1,266,1,7.7,1,5.77,1,4.85,1
6/27/2020 5:15,25.2,1,40.25,1,266,1,7.7,1,5.81,1,4.74,1
6/27/2020 5:30,25.2,1,39.95,1,266,1,7.7,1,5.8,1,4.57,1
6/27/2020 5:45,25.2,1,42.24,1,267,1,7.7,1,5.8,1,4.62,1
6/27/2020 6:00,25.2,1,38.06,1,267,1,7.66,1,5.51,1,4.03,1
6/27/2020 6:15,25.2,1,39.83,1,268,1,7.67,1,5.65,1,4.32,1
6/27/2020 6:30,25.1,1,39.2,1,267,1,7.68,1,5.73,1,4.75,1
6/27/2020 6:45,25.1,1,39.64,1,268,1,7.68,1,5.71,1,4.62,1
6/27/2020 7:00,25.1,1,39.49,1,268,1,7.66,1,5.54,1,4.24,1
6/27/2020 7:15,25,1,39.94,1,269,1,7.66,1,5.51,1,4.02,1
6/27/2020 7:30,25,1,39.66,1,268,1,7.68,1,5.67,1,4.55,1
6/27/2020 7:45,25,1,42.42,1,267,1,7.7,1,5.8,1,4.65,1
6/27/2020 8:00,25,1,40.25,1,266,1,7.74,1,5.96,1,4.74,1
6/27/2020 8:15,24.9,1,41.13,1,271,1,7.73,1,6.08,1,5.11,1
6/27/2020 8:30,24.9,1,40.37,1,273,1,7.74,1,6.08,1,5,1
6/27/2020 8:45,24.8,1,41.69,1,273,1,7.75,1,6.06,1,5.09,1
6/27/2020 9:00,24.8,1,44.83,1,273,1,7.76,1,6.1,1,4.9,1
6/27/2020 9:15,24.8,1,40.41,1,275,1,7.78,1,6.15,1,5.43,1
6/27/2020 9:30,24.7,1,49.36,1,279,1,7.79,1,6.19,1,5.37,1
6/27/2020 9:45,24.7,1,46.07,1,282,1,7.81,1,6.22,1,5.63,1
6/27/2020 10:00,24.7,1,44.42,1,284,1,7.81,1,6.22,1,5.65,1
6/27/2020 10:15,24.8,1,44.06,1,289,1,7.85,1,6.28,1,5.98,1
6/27/2020 10:30,24.9,1,40.27,1,291,1,7.87,1,6.29,1,5.69,1
6/27/2020 10:45,25,1,44.81,1,289,1,7.88,1,6.32,1,5.23,1
6/27/2020 11:00,25.2,1,44.77,1,284,1,7.88,1,6.32,1,5.18,1
6/27/2020 11:15,25.3,1,44.15,1,281,1,7.87,1,6.3,1,4.9,1
6/27/2020 11:30,25.4,1,50.35,1,275,1,7.88,1,6.34,1,4.97,1
6/27/2020 11:45,25.5,1,42.06,1,271,1,7.88,1,6.36,1,4.98,1
6/27/2020 12:00,25.6,1,43.49,1,266,1,7.88,1,6.42,1,4.87,1
6/27/2020 12:15,25.7,1,42.62,1,264,1,7.88,1,6.45,1,4.77,1
6/27/2020 12:30,25.7,1,40.2,1,262,1,7.87,1,6.38,1,4.49,1
6/27/2020 12:45,25.6,1,43.44,1,265,1,7.83,1,6.31,1,4.54,1
6/27/2020 13:00,25.5,1,45.86,1,270,1,7.8,1,6.17,1,4.17,1
6/27/2020 13:15,25.7,1,41.14,1,267,1,7.88,1,6.41,1,4.84,1
6/27/2020 13:30,25.9,1,37.79,1,265,1,7.85,1,6.34,1,4.58,1
6/27/2020 13:45,25.8,1,37.48,1,267,1,7.74,1,5.97,1,4.09,1
6/27/2020 14:00,25.8,1,38.57,1,268,1,7.82,1,6.25,1,4.45,1
6/27/2020 14:15,25.9,1,41.42,1,270,1,7.86,1,6.38,1,4.8,1
6/27/2020 14:30,25.9,1,42.72,1,274,1,7.83,1,6.32,1,4.79,1
6/27/2020 14:45,25.9,1,37.91,1,276,1,7.82,1,6.31,1,4.53,1
6/27/2020 15:00,25.9,1,39.79,1,277,1,7.83,1,6.33,1,4.58,1
6/27/2020 15:15,25.9,1,39.32,1,279,1,7.84,1,6.42,1,4.94,1
6/27/2020 15:30,25.9,1,39.11,1,279,1,7.82,1,6.34,1,5.38,1
6/27/2020 15:45,25.9,1,40.69,1,281,1,7.82,1,6.36,1,5.17,1
6/27/2020 16:00,25.9,1,40.3,1,280,1,7.81,1,6.3,1,4.99,1
6/27/2020 16:15,25.9,1,40.15,1,279,1,7.83,1,6.38,1,4.97,1
6/27/2020 16:30,25.8,1,41.36,1,280,1,7.82,1,6.37,1,5.11,1
6/27/2020 16:45,25.9,1,41.5,1,280,1,7.82,1,6.29,1,4.63,1
6/27/2020 17:00,25.9,1,45.24,1,281,1,7.81,1,6.38,1,4.85,1
6/27/2020 17:15,25.8,1,40.45,1,283,1,7.8,1,6.36,1,4.76,1
6/27/2020 17:30,25.8,1,65.89,1,283,1,7.79,1,6.24,1,4.45,1
6/27/2020 17:45,25.7,1,40.87,1,283,1,7.78,1,6.3,1,4.25,1
6/27/2020 18:00,25.7,1,42.8,1,284,1,7.78,1,6.23,1,4.13,1
6/27/2020 18:15,25.6,1,40.27,1,285,1,7.76,1,6.26,1,4.76,1
6/27/2020 18:30,25.5,1,40.61,1,285,1,7.77,1,6.26,1,4.58,1
6/27/2020 18:45,25.5,1,42.24,1,285,1,7.75,1,6.3,1,4.78,1
6/27/2020 19:00,25.4,1,41.23,1,285,1,7.76,1,6.36,1,4.58,1
6/27/2020 19:15,25.4,1,42,1,286,1,7.76,1,6.34,1,5.11,1
6/27/2020 19:30,25.3,1,41.39,1,286,1,7.75,1,6.25,1,4.56,1
6/27/2020 19:45,25.3,1,38.27,1,286,1,7.73,1,6.23,1,4.45,1
6/27/2020 20:00,25.2,1,39.14,1,286,1,7.75,1,6.35,1,4.58,1
6/27/2020 20:15,25.2,1,38.51,1,286,1,7.73,1,6.18,1,4.14,1
6/27/2020 20:30,25.1,1,40.08,1,286,1,7.74,1,6.33,1,4.99,1
6/27/2020 20:45,25.1,1,41.36,1,286,1,7.74,1,6.32,1,4.37,1
6/27/2020 21:00,25,1,42.29,1,286,1,7.76,1,6.35,1,4.85,1
6/27/2020 21:15,25,1,39.62,1,286,1,7.73,1,6.23,1,4.04,1
6/27/2020 21:30,24.9,1,39.11,1,286,1,7.75,1,6.31,1,4.45,1
6/27/2020 21:45,24.9,1,41.04,1,285,1,7.78,1,6.47,1,4.84,1
6/27/2020 22:00,24.8,1,41.72,1,287,1,7.79,1,6.51,1,4.97,1
6/27/2020 22:15,24.8,1,37.51,1,294,1,7.79,1,6.47,1,5.18,1
6/27/2020 22:30,24.7,1,40.51,1,288,1,7.82,1,6.53,1,5.24,1
6/27/2020 22:45,24.7,1,42.74,1,279,1,7.86,1,6.74,1,5.47,1
6/27/2020 23:00,24.6,1,42.89,1,276,1,7.86,1,6.83,1,5.42,1
6/27/2020 23:15,24.5,1,48.41,1,271,1,7.88,1,6.95,1,5.72,1
6/27/2020 23:30,24.5,1,48.41,1,268,1,7.88,1,6.92,1,5.48,1
6/27/2020 23:45,24.4,1,47.85,1,266,1,7.87,1,6.89,1,5.33,1
6/28/2020 0:00,24.4,1,44.32,1,263,1,7.88,1,6.87,1,5.34,1
6/28/2020 0:15,24.4,1,49.19,1,260,1,7.87,1,6.89,1,5.12,1
6/28/2020 0:30,24.3,1,47.87,1,258,1,7.86,1,6.87,1,5.07,1
6/28/2020 0:45,24.3,1,49.65,1,256,1,7.87,1,6.82,1,5,1
6/28/2020 1:00,24.3,1,46.32,1,255,1,7.85,1,6.72,1,4.49,1
6/28/2020 1:15,24.3,1,47.26,1,253,1,7.85,1,6.65,1,4.68,1
6/28/2020 1:30,24.3,1,42.77,1,251,1,7.83,1,6.6,1,4.65,1
6/28/2020 1:45,24.3,1,43.41,1,256,1,7.86,1,6.65,1,5.22,1
6/28/2020 2:00,24.3,1,44.9,1,262,1,7.89,1,6.68,1,5.73,1
6/28/2020 2:15,24.2,1,44.19,1,268,1,7.9,1,6.67,1,6.4,1
6/28/2020 2:30,24.2,1,54.46,1,272,1,7.9,1,6.65,1,6.38,1
6/28/2020 2:45,24.2,1,39.93,1,275,1,7.92,1,6.73,1,7.09,1
6/28/2020 3:00,24.1,1,36.54,1,276,1,7.88,1,6.4,1,5.58,1
6/28/2020 3:15,24.1,1,40.28,1,276,1,7.9,1,6.62,1,6.24,1
6/28/2020 3:30,24,1,41.14,1,275,1,7.9,1,6.61,1,6.08,1
6/28/2020 3:45,24,1,39.99,1,274,1,7.9,1,6.64,1,6.62,1
6/28/2020 4:00,23.9,1,41.17,1,271,1,7.88,1,6.64,1,6.22,1
6/28/2020 4:15,23.9,1,40.24,1,265,1,7.88,1,6.6,1,5.96,1
6/28/2020 4:30,23.9,1,39.82,1,263,1,7.86,1,6.57,1,5.69,1
6/28/2020 4:45,23.8,1,40.5,1,260,1,7.82,1,6.49,1,5.05,1
6/28/2020 5:00,23.7,1,41.6,1,258,1,7.81,1,6.44,1,4.91,1
